departement,ville,coordonnesgroup
Hautes-Pyrénées,Mazouau,Point(0.399444444 43.033333333)
Hautes-Pyrénées,Monlong,Point(0.464166666 43.206111111)
Hautes-Pyrénées,Nestier,Point(0.48 43.062777777)
Hautes-Pyrénées,Orincles,Point(0.039444444 43.127777777)
Haute-Savoie,La Forclaz,Point(6.613611111 46.321944444)
arrondissement de Bagnères-de-Bigorre,Mauvezin,Point(0.283333333 43.115)
canton de Saint-Agrève,Montvert,Point(4.411111111 45.121111111)
arrondissement de Bourg-en-Bresse,La Tranclière,Point(5.261666666 46.111111111)
communauté de communes Cœur de Savoie,Les Mollettes,Point(6.054166666 45.460833333)
canton de Dompaire,Madonne-et-Lamerey,Point(6.235277777 48.221388888)
canton de Château-Gontier-Ouest,Origné,Point(-0.729722222 47.952777777)
canton d'Alban,Massals,Point(2.523888888 43.851388888)
arrondissement de Lure,Les Magny,Point(6.453888888 47.526388888)
arrondissement de Dijon,Lamargelle,Point(4.840833333 47.533611111)
canton de Nogaro,Le Houga,Point(-0.180555555 43.775)
Seine-Maritime,Mirville,Point(0.442222222 49.609722222)
canton de Lons-le-Saunier-Nord,Montmorot,Point(5.529722222 46.676111111)
canton de Larche,Lissac-sur-Couze,Point(1.461388888 45.103888888)
Aveyron,La Capelle-Balaguier,Point(1.936944444 44.437222222)
canton de Montgiscard,Labastide-Beauvoir,Point(1.665555555 43.481944444)
arrondissement de Saint-Dié-des-Vosges,La Rochette,Point(7.111944444 48.316111111)
arrondissement de Lyon,Montrottier,Point(4.466666666 45.79)
arrondissement de Coutances,La Haye,Point(-1.542222 49.29)
arrondissement de Sarreguemines,Lengelsheim,Point(7.408333333 49.108888888)
arrondissement de Sarreguemines,Obergailbach,Point(7.217777777 49.118055555)
arrondissement de Haguenau,Kauffenheim,Point(8.028055555 48.8525)
arrondissement de Haguenau,Oberbronn,Point(7.606944444 48.941111111)
canton de Saint-Agrève,Labatie-d'Andaure,Point(4.493055555 45.024722222)
arrondissement d'Alès,Meyrannes,Point(4.167777777 44.270833333)
arrondissement de Privas,Juvinas,Point(4.305555555 44.710555555)
arrondissement de Privas,Labégude,Point(4.369444444 44.645)
arrondissement de Haguenau,Morschwiller,Point(7.626111111 48.820277777)
arrondissement de Coutances,Marchésieux,Point(-1.291111111 49.1875)
Rennes Métropole,Orgères,Point(-1.668333333 47.998888888)
Meurthe,Oron,Point(6.479722222 48.906388888)
Jura,Mignovillard,Point(6.125833333 46.791388888) | Point(6.1250953 46.79107)
Jura,Petit-Villard,Point(6.1118833 46.800477)
arrondissement de Lons-le-Saunier,Les Arsures,Point(5.790833333 46.949166666)
Drôme,Malissard,Point(4.956666666 44.901388888)
canton de Montmarault,Murat,Point(2.911111111 46.4025)
Haute-Savoie,Lully,Point(6.415555555 46.283333333)
Hautes-Pyrénées,Luz,Point(-0.001944444 42.871666666)
Maine-et-Loire,Marcé,Point(-0.326388888 47.58)
Hautes-Pyrénées,Oursbelille,Point(0.0375 43.286944444)
canton de Saint-Dié-des-Vosges-Est,Pair-et-Grandrupt,Point(7.018611111 48.281111111)
Vienne,Maisonneuve,Point(0.056666666 46.721388888)
canton de Vézelay,Pierre-Perthuis,Point(3.796944444 47.435833333)
canton de Lavelanet,Lieurac,Point(1.789166666 42.981666666)
canton de Montpont-en-Bresse,Montpont,Point(5.164166666 46.557222222)
canton de Montpont-en-Bresse,Montpont-en-Bresse,Point(5.164166666 46.557222222)
arrondissement de Nyons,Pierrelatte,Point(4.696111111 44.3775)
canton de Rodez-Nord,Onet-le-Château,Point(2.593611111 44.365555555)
canton de Pau-Sud,Pau,Point(-0.37 43.300833333)
canton de Saint-Omer-Sud,Longuenesse,Point(2.237222222 50.735555555)
arrondissement de Foix,Montagagne,Point(1.410555555 42.975277777)
arrondissement de Foix,Nalzen,Point(1.758055555 42.9175)
arrondissement de Foix,Loubens,Point(1.545555555 43.045277777)
Gers,Nizas,Point(0.999166666 43.498055555)
arrondissement de Saint-Claude,La Chaumusse,Point(5.956111111 46.593611111)
arrondissement de Forbach-Boulay-Moselle,Morsbach,Point(6.870833333 49.166944444)
Mayenne,Landivy,Point(-1.033333333 48.479166666)
arrondissement de Pau,Lucarré,Point(-0.083888888 43.405)
arrondissement de Saint-Amand-Montrond,Nozières,Point(2.434444444 46.731111111)
canton de Boulogne-sur-Gesse,Lunax,Point(0.686944444 43.339444444)
arrondissement de Lons-le-Saunier,Légna,Point(5.593888888 46.426944444)
arrondissement de Lons-le-Saunier,Les Repôts,Point(5.415277777 46.6825)
canton de Neuilly-l'Évêque,Orbigny-au-Mont,Point(5.451111111 47.881666666)
canton de Rambervillers,Ortoncourt,Point(6.511944444 48.366666666)
Lot,Pescadoires,Point(1.157222222 44.504444444)
arrondissement de Cherbourg,La Hougue,Point(-1.2675 49.588055555)
Haute-Savoie,Morillon,Point(6.675555555 46.083888888)
Maine-et-Loire,Les Rosiers-sur-Loire,Point(-0.225277777 47.351388888)
canton d'Estissac,Messon,Point(3.906666666 48.265)
Tarn-et-Garonne,Lacapelle-Livron,Point(1.784166666 44.266666666)
Tarn-et-Garonne,Malause,Point(0.973055555 44.089722222)
Tarn-et-Garonne,Mas-Grenier,Point(1.196388888 43.890555555)
Tarn-et-Garonne,Merles,Point(0.969166666 44.058055555)
district de Basse-Alsace,Keskastel,Point(7.043888888 48.971388888)
district de Basse-Alsace,Kurtzenhausen,Point(7.806944444 48.74)
district de Basse-Alsace,Lixhausen,Point(7.549166666 48.794166666)
district de Basse-Alsace,Mackwiller,Point(7.175277777 48.926111111)
district de Basse-Alsace,Memmelshoffen,Point(7.869722222 48.960277777)
district de Basse-Alsace,Mertzwiller,Point(7.679722222 48.863055555)
district de Basse-Alsace,Niederschaeffolsheim,Point(7.738333333 48.772222222)
Somme,Miraumont,Point(2.729444444 50.094444444)
arrondissement de Lure,La Voivre,Point(6.5575 47.821111111)
arrondissement de Lure,Magnivray,Point(6.470277777 47.780833333)
arrondissement de Lure,Magny-Danigon,Point(6.602777777 47.674722222)
arrondissement de Lure,Magny-Vernois,Point(6.474166666 47.668611111)
arrondissement de Lure,Montdoré,Point(6.080277777 47.921111111)
arrondissement de Rouen,La Londe,Point(0.953055555 49.306111111)
canton de Tauves,Larodde,Point(2.55 45.525833333)
arrondissement de Pontivy,Naizin,Point(-2.831944444 47.989444444)
canton de L'Escarène,Lucéram,Point(7.360555555 43.8825)
Maine-et-Loire,La Séguinière,Point(-0.939722222 47.063055555)
Maine-et-Loire,Le Thoureil,Point(-0.266388888 47.371111111)
canton de L'Escarène,Peille,Point(7.401666666 43.8025)
Maine-et-Loire,Miré,Point(-0.492222222 47.758055555)
Somme,Laboissière,Point(2.6775 49.665833333)
Bordeaux Métropole,Le Bouscat,Point(-0.598611111 44.864722222)
district de Haute-Alsace,Leimbach,Point(7.101111111 47.792777777)
canton de Mur-de-Barrez,Lacroix,Point(2.636111111 44.776944444)
canton de Courpière,Olmet,Point(3.661388888 45.71)
communauté de communes du Pays Yonnais,La Ferrière,Point(-1.314444444 46.713611111)
canton de L'Aigle-Est,L'Aigle,Point(0.6275 48.765)
canton de Baigneux-les-Juifs,Oigny,Point(4.715833333 47.576111111)
canton de la Force,Laforce,Point(0.375277777 44.868611111)
arrondissement de Céret,Le Boulou,Point(2.83 42.523888888)
Drôme,Laborel,Point(5.595833333 44.292222222)
canton de Mantes-la-Ville,Magnanville,Point(1.681944444 48.967222222)
arrondissement de Charleville-Mézières,Logny-Bogny,Point(4.396666666 49.7775)
arrondissement de La Flèche,Louplande,Point(0.041666666 47.943333333)
canton de Condom,Mouchan,Point(0.299166666 43.904444444)
Calvados,La Terrisse,Point(2.818611111 44.755277777)
canton de Pierrelatte,Les Granges-Gontardes,Point(4.763055555 44.415833333)
arrondissement de Pontivy,Locmalo,Point(-3.186666666 48.0725)
arrondissement de Pontivy,Meslan,Point(-3.431388888 47.994444444)
canton de Souilly,Osches,Point(5.253055555 49.046388888)
Vosges,Laveline-du-Houx,Point(6.7 48.137222222)
arrondissement de Bagnères-de-Bigorre,Loudervielle,Point(0.420833333 42.808611111)
arrondissement de Bagnères-de-Bigorre,Mazouau,Point(0.399444444 43.033333333)
arrondissement de Bagnères-de-Bigorre,Nestier,Point(0.48 43.062777777)
arrondissement de Saint-Dié-des-Vosges,Nompatelize,Point(6.852777777 48.325555555)
Maine-et-Loire,Le Longeron,Point(-1.059166666 47.018055555)
canton de Romans-sur-Isère-2,Montmiral,Point(5.149722222 45.155277777)
arrondissement de Lure,Melincourt,Point(6.126666666 47.885833333)
arrondissement de Lure,Oricourt,Point(6.393055555 47.595277777)
Tarn-et-Garonne,Nohic,Point(1.438055555 43.890277777)
Vienne,Marigny-Brizay,Point(0.375833333 46.745555555)
Vienne,Moulismes,Point(0.814166666 46.329722222)
canton de Crocq,La Villeneuve,Point(2.409444444 45.898611111)
district de Basse-Alsace,Munchhausen,Point(8.146388888 48.921111111)
arrondissement de Lure,Mailleroncourt-Saint-Pancras,Point(6.131944444 47.917777777)
canton de Sauveterre-de-Béarn,Narp,Point(-0.830277777 43.375555555)
canton de Saint-Blin,Leurville,Point(5.383888888 48.328611111)
Tarn-et-Garonne,L'Honor-de-Cos,Point(1.348888888 44.122222222)
Tarn-et-Garonne,Lamothe-Cumont,Point(0.915555555 43.8775)
Tarn-et-Garonne,Lavaurette,Point(1.670277777 44.205555555)
Tarn-et-Garonne,Maumusson,Point(0.902777777 43.9175)
Tarn-et-Garonne,Montalzat,Point(1.5 44.208333333)
Tarn-et-Garonne,Montjoi,Point(0.92 44.196666666)
canton de Saint-Sever,Montaut,Point(-0.656111111 43.740833333)
district de Haute-Alsace,Jungholtz,Point(7.195277777 47.885277777)
canton de Thiéblemont-Farémont,Norrois,Point(4.625277777 48.67)
arrondissement de Châlons-en-Champagne,Noirlieu,Point(4.810555555 48.945833333)
Hautes-Pyrénées,Lansac,Point(0.164444444 43.223055555)
Deux-Sèvres,Noirlieu,Point(-0.43019 46.92087)
Maine-et-Loire,Le Coudray-Macouard,Point(-0.119444444 47.194722222)
canton de Saint-Pé-de-Bigorre,Peyrouse,Point(-0.117222222 43.104444444)
arrondissement de Vierzon,Nançay,Point(2.194444444 47.35)
Liffré-Cormier Communauté,Mézières-sur-Couesnon,Point(-1.432777777 48.295555555)
Loire Forez Agglomération,La Chamba,Point(3.7575 45.755277777)
arrondissement de Boulay-Moselle,Menskirch,Point(6.425 49.318611111)
arrondissement de Thionville-Ouest,Knutange,Point(6.040277777 49.338333333)
canton de Craonne,Moussy-Verneuil,Point(3.634166666 49.415833333)
canton de Beaumes-de-Venise,Lafare,Point(5.051388888 44.147222222)
canton de Condom,Larressingle,Point(0.310277777 43.944722222)
Vosges,Martinvelle,Point(5.9975 47.975555555)
canton de Lombez,Lombez,Point(0.910277777 43.474722222)
canton des Bouchoux,La Pesse,Point(5.847777777 46.285555555)
canton de Villeneuve-sur-Lot-Nord,Lédat,Point(0.667777777 44.454166666)
canton de Nogent-le-Roi,Ormoy,Point(1.473055555 48.621944444)
arrondissement de Condom,Marsolan,Point(0.539444444 43.943055555)
Lozère,Le Malzieu-Ville,Point(3.330833333 44.856111111)
arrondissement de Lons-le-Saunier,Larnaud,Point(5.454444444 46.711388888)
arrondissement de Lons-le-Saunier,Louvenne,Point(5.468333333 46.421111111)
arrondissement de Lons-le-Saunier,Macornay,Point(5.541388888 46.644722222)
canton de Compiègne-Sud-Ouest,Le Meux,Point(2.744444444 49.367777777)
arrondissement de Lons-le-Saunier,Nantey,Point(5.399166666 46.408611111)
Marne,Mécringes,Point(3.523888888 48.863888888)
Marne,Orconte,Point(4.735555555 48.669722222)
Aveyron,Le Vibal,Point(2.755277777 44.315)
arrondissement de Rouen,Oissel,Point(1.091388888 49.341944444)
Calvados,Les Oubeaux,Point(-1.067222222 49.286388888)
arrondissement de Lure,Passavant-la-Rochère,Point(6.038888888 47.968611111)
Vienne,Latillé,Point(0.075277777 46.618611111)
Vienne,Leignes-sur-Fontaine,Point(0.776944444 46.505833333)
Vienne,Les Ormes,Point(0.606111111 46.972222222)
district de Haute-Alsace,Kunheim,Point(7.534444444 48.076388888)
district de Haute-Alsace,Labaroche,Point(7.193055555 48.11)
district de Haute-Alsace,Luemschwiller,Point(7.289166666 47.655277777)
canton de Domèvre-en-Haye,Mamey,Point(5.958888888 48.878055555)
arrondissement de Coutances,Le Mesnil-Amand,Point(-1.362777777 48.881388888)
arrondissement de Vierzon,Lazenay,Point(2.060555555 47.071111111)
arrondissement d'Alès,Molières-sur-Cèze,Point(4.159722222 44.260277777)
arrondissement d'Auxerre,Mailly-la-Ville,Point(3.681111111 47.599166666)
arrondissement de Ribeauvillé,Lièpvre,Point(7.2825 48.272222222)
arrondissement de Céret,Passa,Point(2.811388888 42.578333333)
canton d'Amfreville-la-Campagne,Le Gros-Theil,Point(0.841944444 49.226388888)
arrondissement d'Épinal,Le Syndicat,Point(6.684722222 48.023611111)
arrondissement de Thionville,Knutange,Point(6.040277777 49.338333333)
arrondissement de Thionville,Manom,Point(6.188055555 49.370277777)
arrondissement de Thionville,Metzeresche,Point(6.308055555 49.298055555)
canton de Carcassonne-Est,Leuc,Point(2.323333333 43.146666666)
canton de Carlux,Peyrillac-et-Millac,Point(1.4075 44.887777777)
arrondissement de Nantes,La Chapelle-sur-Erdre,Point(-1.552777777 47.298888888)
arrondissement de Nantes,La Regrippière,Point(-1.176111111 47.181666666)
arrondissement de Nantes,Le Bignon,Point(-1.490555555 47.098333333)
arrondissement de Clermont-Ferrand,Mont-Dore,Point(2.808888888 45.576388888)
canton de Saint-Pierre-sur-Dives,L'Oudon,Point(0.074444444 48.967777777)
Guadeloupe,Le Moule,Point(-61.343611111 16.331111111)
canton de Thouars-1,Pas-de-Jeu,Point(-0.0425 46.975)
Meurthe,Juville,Point(6.346666666 48.930277777)
Meurthe,Laneuveville-en-Saulnois,Point(6.435555555 48.8675)
Meurthe,Loudrefing,Point(6.879166666 48.851944444)
Meurthe,Maizières-lès-Vic,Point(6.775 48.719166666)
Meurthe,Mittersheim,Point(6.941944444 48.861111111)
Meurthe,Niderviller,Point(7.108055555 48.712777777)
Marne,Montmort-Lucy,Point(3.808611111 48.924722222)
canton de Nonancourt,Louye,Point(1.32 48.799166666)
canton de Nonancourt,Marcilly-la-Campagne,Point(1.200833333 48.833888888)
canton des Cabannes,Lordat,Point(1.751388888 42.775833333)
arrondissement de Foix,Le Puch,Point(2.100555555 42.718333333)
arrondissement de Foix,Lercoul,Point(1.545555555 42.769722222)
arrondissement de Dijon,Léry,Point(4.840833333 47.556666666)
Calvados,Les Moutiers-en-Cinglais,Point(-0.422777777 49.031111111)
Ardèche,Montvert,Point(4.411111111 45.121111111)
Ardèche,Payzac,Point(4.153055555 44.453888888)
arrondissement de Château-Chinon,Ougny,Point(3.710555555 47.075555555)
canton de Sochaux-Grand-Charmont,Nommay,Point(6.847222222 47.538055555)
arrondissement de Saint-Dié-des-Vosges,La Bresse,Point(6.875833333 48.005833333)
arrondissement d'Argentan,Les Champeaux,Point(0.132777777 48.893055555)
arrondissement de Pontivy,Le Sourn,Point(-2.989722222 48.043055555)
arrondissement de Corte,Piano,Point(9.403055555 42.447222222)
Orne,Mortrée,Point(0.078055555 48.639444444)
canton de Delme,Lesse,Point(6.504722222 48.963611111)
arrondissement de Lyon,Longes,Point(4.688611111 45.504722222)
district de Haute-Alsace,Levoncourt,Point(7.204444444 47.448611111)
canton de Francescas,Nomdieu,Point(0.475 44.094722222)
communauté de communes de la Haute Vallée de Chevreuse,Milon-la-Chapelle,Point(2.049166666 48.726388888)
canton de Coucy-le-Château-Auffrique,Leuilly,Point(3.358333333 49.478888888)
canton de Coucy-le-Château-Auffrique,Leuilly-sous-Coucy,Point(3.358333333 49.478888888)
arrondissement de Carpentras,Lafare,Point(5.051388888 44.147222222)
arrondissement de Charleville-Mézières,Les Hautes-Rivières,Point(4.841944444 49.883888888)
Lozère,Montbel,Point(3.715555555 44.591944444)
arrondissement de Dax,Mimbaste,Point(-0.973055555 43.648333333)
Lozère,Luc,Point(3.890833333 44.650277777)
arrondissement de Blois,Menars,Point(1.408611111 47.6425)
Ardèche,Labatie-d'Andaure,Point(4.493055555 45.024722222)
canton d'Autrey-lès-Gray,Montureux-et-Prantigny,Point(5.638055555 47.503333333)
canton d'Autrey-lès-Gray,Oyrières,Point(5.563611111 47.532777777)
canton de Gravelines,Loon-Plage,Point(2.219722222 50.994166666)
arrondissement de Lons-le-Saunier,Mouchard,Point(5.797222222 46.973333333)
canton de Braine,Merval,Point(3.696666666 49.351111111)
Tarn-et-Garonne,Meauzac,Point(1.239444444 44.088611111)
Bas-Rhin,Molsheim,Point(7.492222222 48.542777777)
Ardèche,Monestier,Point(4.531111111 45.198611111)
Drôme,Loriol-sur-Drôme,Point(4.8225 44.751666666)
Fougères Agglomération,Lécousse,Point(-1.217777777 48.3675)
Calvados,La Pommeraye,Point(-0.421388888 48.908333333)
Calvados,Maizet,Point(-0.4725 49.079166666)
Calvados,Noyers,Point(-0.567222222 49.1225)
Marne,Lisse,Point(4.642222222 48.813055555)
Hautes-Pyrénées,Lhez,Point(0.196944444 43.203888888)
Hautes-Pyrénées,Loures-Barousse,Point(0.605277777 43.024444444)
Hautes-Pyrénées,Mérilheu,Point(0.175277777 43.093888888)
Hautes-Pyrénées,Molère,Point(0.296944444 43.0975)
Hautes-Pyrénées,Nouilhan,Point(0.038611111 43.423611111)
Hautes-Pyrénées,Ouzous,Point(-0.106944444 43.029722222)
Hautes-Pyrénées,Peyrouse,Point(-0.117222222 43.104444444)
arrondissement de Bernay,Le Gros-Theil,Point(0.841944444 49.226388888)
arrondissement de Bernay,Malouy,Point(0.521111111 49.128888888)
arrondissement de Périgueux,La Jemaye,Point(0.257777777 45.17)
Meuse,Moulotte,Point(5.739722222 49.101388888)
canton de Briouze,Les Yveteaux,Point(-0.273333333 48.705555555)
canton de Caudebec-en-Caux,Notre-Dame-de-Bliquetuit,Point(0.764166666 49.494722222)
arrondissement de Forcalquier,La Motte,Point(6.028333333 44.343888888)
canton de Jonzac,Ozillac,Point(-0.393333333 45.393611111)
district de Haute-Alsace,Mittelwihr,Point(7.319444444 48.150833333)
district de Haute-Alsace,Munchhouse,Point(7.450833333 47.868333333)
district de Haute-Alsace,Oberlarg,Point(7.233611111 47.4575)
district de Haute-Alsace,Ostheim,Point(7.370555555 48.16)
canton de Saugues,Monistrol-d'Allier,Point(3.643611111 44.968333333)
canton de Pouillon,Mimbaste,Point(-0.973055555 43.648333333)
arrondissement de Bourges,Le Noyer,Point(2.680833333 47.384166666)
arrondissement de Gap,Le Noyer,Point(6.0125 44.698611111)
Lot,Payrignac,Point(1.350277777 44.755833333)
arrondissement de Bordeaux,Labarde,Point(-0.638888888 45.021944444)
arrondissement de Saint-Girons,Lasserre,Point(1.170555555 43.069166666)
arrondissement du Marin,Le Marin,Point(-60.870833333 14.471388888)
canton de Vic-sur-Seille,Moyenvic,Point(6.562222222 48.777222222)
Rhône,La Varenne,Point(4.630555555 46.076666666)
canton de Cancon,Pailloles,Point(0.643055555 44.470555555)
canton de Castillonnès,Lougratte,Point(0.623333333 44.583611111)
Aveyron,Lapanouse-de-Cernon,Point(3.0975 43.995833333)
Aveyron,Murasson,Point(2.764444444 43.760277777)
Aveyron,Nauviale,Point(2.428611111 44.52)
Aveyron,Ols-et-Rinhodes,Point(1.960833333 44.466388888)
canton de Renwez,Murtin-et-Bogny,Point(4.5375 49.816944444)
arrondissement de Lons-le-Saunier,Marigny,Point(5.783333333 46.681944444)
arrondissement de Lons-le-Saunier,Pannessières,Point(5.598055555 46.697777777)
arrondissement de Lons-le-Saunier,Petites-Chiettes,Point(5.853611111 46.601111111)
arrondissement de Haguenau,Leutenheim,Point(8.020833333 48.842777777)
Doubs,Lavans-Quingey,Point(5.876944444 47.088888888)
Doubs,Le Bizot,Point(6.671666666 47.135833333)
arrondissement de Haguenau,Neuhaeusel,Point(8.085833333 48.824166666)
arrondissement de Mantes-la-Jolie,Ménerville,Point(1.601666666 48.966111111)
Aveyron,Najac,Point(1.979166666 44.22)
canton de Lézignan-Corbières,Ornaisons,Point(2.8375 43.180833333)
canton de Clefmont,Merrey,Point(5.591111111 48.054722222)
canton de Saint-Fargeau,Mézilles,Point(3.173333333 47.701388888)
Vienne,Lencloître,Point(0.328055555 46.814166666)
canton d'Albestroff,Lhor,Point(6.869444444 48.889166666)
canton de Lorquin,Nitting,Point(7.029722222 48.670833333)
canton de Breteuil,La Hérelle,Point(2.414722222 49.590833333)
arrondissement de Sarrebourg,Lorquin,Point(6.996666666 48.669166666)
arrondissement de Sarrebourg,Oberstinzel,Point(7.034166666 48.794166666)
arrondissement d'Orléans,Le Bardon,Point(1.651388888 47.844166666)
Bordeaux,Macau,Point(-0.613888888 45.008333333)
communauté de communes Bièvre Isère,La Côte-Saint-André,Point(5.260555555 45.393611111)
Calvados,Pierrefitte-en-Cinglais,Point(-0.388055555 48.903055555)
Angers Loire Métropole,Le Plessis-Macé,Point(-0.673055555 47.542222222)
arrondissement de Lons-le-Saunier,Oussières,Point(5.588888888 46.9075)
Hautes-Pyrénées,Laloubère,Point(0.072777777 43.206666666)
canton de Pont-de-Beauvoisin,Le Pont-de-Beauvoisin,Point(5.666388888 45.534444444)
arrondissement de Lodève,Mourèze,Point(3.356111111 43.618888888)
arrondissement de Périgueux,Nanteuil-Auriac-de-Bourzac,Point(0.290555555 45.384444444)
Lot,Le Montat,Point(1.448888888 44.38)
arrondissement de Saint-Girons,Lézat,Point(1.346944444 43.276111111)
arrondissement de Valence,Malataverne,Point(4.751111111 44.4875)
arrondissement de Bourg-en-Bresse,Malafretaz,Point(5.146666666 46.324166666)
Roi Morvan Communauté,Le Faouët,Point(-3.491388888 48.033055555)
Jura,La Pesse,Point(5.847777777 46.285555555)
Marne,Montbourg,Point(4.6475 49.066666666)
Doubs,Longeville,Point(6.227777777 47.031111111)
Aveyron,Onet-le-Château,Point(2.593611111 44.365555555)
canton de Pamiers-Ouest,Lescousse,Point(1.513055555 43.153888888)
canton de Fismes,Mont-sur-Courville,Point(3.681111111 49.26)
canton de Montiers-sur-Saulx,Ménil-sur-Saulx,Point(5.217222222 48.6275)
canton de Lisieux-1,Marolles,Point(0.372222222 49.138333333)
arrondissement d'Angoulême,Montmoreau,Point(0.1317 45.4)
canton de Vicdessos,Orus,Point(1.5075 42.781944444)
arrondissement de Pau,Navailles-Angos,Point(-0.342222222 43.414166666)
arrondissement d'Orléans,La Chapelle-Saint-Mesmin,Point(1.839722222 47.889722222)
arrondissement de Charleville-Mézières,Murtin-et-Bogny,Point(4.5375 49.816944444)
Manche,Orval,Point(-1.471388888 49.014444444)
arrondissement de Corte,Lento,Point(9.281944444 42.521944444)
canton de Lisieux-1,L'Hôtellerie,Point(0.406111111 49.141666666)
canton de Rozoy-sur-Serre,Noircourt,Point(4.092222222 49.668055555)
canton de Pleyben,Lennon,Point(-3.8975 48.192777777)
Drôme,Parnans,Point(5.146388888 45.110277777)
Maine-et-Loire,La Poitevinière,Point(-0.8975 47.227777777)
Maine-et-Loire,Montjean-sur-Loire,Point(-0.861111111 47.388333333)
Lozère,La Tieule,Point(3.156388888 44.383888888)
arrondissement de Bourg-en-Bresse,Mézériat,Point(5.047222222 46.234722222)
arrondissement de Laon,Leuilly,Point(3.358333333 49.478888888)
arrondissement de Laon,Leuilly-sous-Coucy,Point(3.358333333 49.478888888)
arrondissement de Laon,Montloué,Point(4.069722222 49.674444444)
arrondissement de Saint-Quentin,Moÿ-de-l'Aisne,Point(3.3625 49.7525)
Meurthe,Lebeuville,Point(6.245555555 48.434444444)
Meurthe,Leintrey,Point(6.737777777 48.623611111)
Meurthe,Lorey,Point(6.305833333 48.498611111)
Meurthe,Maixe,Point(6.439444444 48.645)
Meurthe,Méréville,Point(6.1525 48.592222222)
Meurthe,Neuviller-sur-Moselle,Point(6.287222222 48.4925)
Guadeloupe,Morne-à-l'Eau,Point(-61.456944444 16.331944444)
Marne,Neuvy,Point(3.519166666 48.745833333)
canton de Novion-Porcien,La Neuville-lès-Wasigny,Point(4.359166666 49.6425)
Doubs,Noël-Cerneux,Point(6.663611111 47.101388888)
arrondissement de Saint-Claude,Morbier,Point(6.016666666 46.536944444)
canton du Nouvion-en-Thiérache,Leschelle,Point(3.770555555 49.958611111)
canton du Nouvion-en-Thiérache,Leschelles,Point(3.770555555 49.958611111)
canton de Clefmont,Noyers,Point(5.485555555 48.061111111)
arrondissement de Lons-le-Saunier,Nogna,Point(5.642777777 46.599166666)
Aveyron,La Roque-Sainte-Marguerite,Point(3.222777777 44.125)
canton de Lédignan,Mauressargues,Point(4.159166666 43.959722222)
canton de Montiers-sur-Saulx,Mandres-en-Barrois,Point(5.390277777 48.491666666)
canton d'Aramon,Meynes,Point(4.561111111 43.8825)
canton de Baigneux-les-Juifs,La Villeneuve-les-Convers,Point(4.576111111 47.572222222)
arrondissement de Pontivy,Lanouée,Point(-2.581944444 48.001944444)
arrondissement de Pontivy,Moustoir-Ac,Point(-2.835277777 47.855555555)
Meurthe-et-Moselle,Moncel,Point(6.528888888 48.573888888)
Lozère,Les Salces,Point(3.161944444 44.533888888)
canton de La Machine,La Machine,Point(3.466111111 46.889166666)
Aveyron,L'Hospitalet-du-Larzac,Point(3.196111111 43.973333333)
Aveyron,Livinhac-le-Haut,Point(2.234166666 44.591388888)
Orne,Larré,Point(0.164444444 48.494722222)
arrondissement de Bayonne,La Montagne,Point(-1.401666666 43.357777777)
Essonne,Linas,Point(2.267222222 48.633333333)
Gers,Marsan,Point(0.722222222 43.656388888)
Charente-Maritime,Les Mathes,Point(-1.148333333 45.717222222)
canton de Malaucène,Malaucène,Point(5.132222222 44.174166666)
Morbihan,Néant-sur-Yvel,Point(-2.329166666 48.013611111)
Côte-d'Or,Messanges,Point(4.8725 47.162222222)
arrondissement de Cosne-Cours-sur-Loire,Nannay,Point(3.191111111 47.262222222)
canton de Clefmont,Mennouveaux,Point(5.415555555 48.106666666)
arrondissement de Saint-Dié-des-Vosges,Le Vermont,Point(7.057222222 48.386666666)
arrondissement de Saint-Dié-des-Vosges,Mandray,Point(6.995833333 48.218333333)
Vosges,Landaville,Point(5.743611111 48.288611111)
Vosges,Les Vallois,Point(6.117222222 48.158055555)
Vosges,Liffol-le-Grand,Point(5.581111111 48.318888888)
arrondissement de Pau,Morlaàs,Point(-0.2625 43.344444444)
arrondissement de Bagnères-de-Bigorre,Loures-Barousse,Point(0.605277777 43.024444444)
arrondissement de Bagnères-de-Bigorre,Mérilheu,Point(0.175277777 43.093888888)
arrondissement de Bagnères-de-Bigorre,Molère,Point(0.296944444 43.0975)
arrondissement de Lure,Lyoffans,Point(6.581111111 47.648055555)
Basse-Navarre,Lecumberry,Point(-1.143055555 43.135)
Basse-Navarre,Orègue,Point(-1.135 43.394166666)
canton de Saint-Dié-des-Vosges-Est,Lesseux,Point(7.082777777 48.285)
Lozère,Laval-du-Tarn,Point(3.353333333 44.354166666)
Lozère,Montrodat,Point(3.328888888 44.551666666)
canton de Percy,Le Guislain,Point(-1.228888888 48.972222222)
canton de Percy,Montbray,Point(-1.095555555 48.880277777)
Gironde,Libourne,Point(-0.243888888 44.915277777)
canton de Prémery,Oulon,Point(3.398055555 47.199166666)
arrondissement de Compiègne,Pierrefonds,Point(2.980277777 49.351111111)
communauté de communes Roumois Seine,La Haye-Aubrée,Point(0.693055555 49.388055555)
Calvados,La Hoguette,Point(-0.160555555 48.878055555)
Calvados,Le Bû-sur-Rouvres,Point(-0.18 49.033333333)
Calvados,Louvagny,Point(-0.045 48.946388888)
Calvados,Montreuil,Point(0.054722222 49.171388888)
Calvados,Notre-Dame-de-Livaye,Point(0.040555555 49.114722222)
