leonoreid,person,bnfid
LH/1717/23,http://www.wikidata.org/entity/Q3262606,13480075t
LH/2776/90,http://www.wikidata.org/entity/Q3262624,14075589b
LH/2058/52,http://www.wikidata.org/entity/Q3262844,10676677b
19800035/881/3389,http://www.wikidata.org/entity/Q3262935,12427603x
LH/2309/45,http://www.wikidata.org/entity/Q3263003,119217024
LH/160/31,http://www.wikidata.org/entity/Q3263091,135604103
19800035/547/62546,http://www.wikidata.org/entity/Q3263507,11911284q
LH/1820/12,http://www.wikidata.org/entity/Q3265329,149805338
LH/666/9,http://www.wikidata.org/entity/Q3265449,153126310
19800035/955/10914,http://www.wikidata.org/entity/Q3266172,114650264
LH/49/65,http://www.wikidata.org/entity/Q3270432,10261149m
LH/116/16,http://www.wikidata.org/entity/Q3270706,149688835
LH/332/18,http://www.wikidata.org/entity/Q3270765,15111266z
19800035/633/73206,http://www.wikidata.org/entity/Q3270803,12876369h
LH/924/17,http://www.wikidata.org/entity/Q3270951,16037292b
LH/2088/74,http://www.wikidata.org/entity/Q3270988,15049228s
LH/1380/37,http://www.wikidata.org/entity/Q3271091,16579037t
LH/536/36,http://www.wikidata.org/entity/Q3271116,134865807
LH/1548/3,http://www.wikidata.org/entity/Q3271143,11912082q
19800035/884/3627,http://www.wikidata.org/entity/Q3271168,10737426g
LH/2060/54,http://www.wikidata.org/entity/Q3271250,155233073
19800035/763/86660,http://www.wikidata.org/entity/Q3271317,170775417
LH/2607/54,http://www.wikidata.org/entity/Q3271449,12109399h
LH/2736/6,http://www.wikidata.org/entity/Q3271642,10699831q
LH/1567/23,http://www.wikidata.org/entity/Q3271842,10730687j
LH/597/44,http://www.wikidata.org/entity/Q3285092,10388262c
LH/2176/64,http://www.wikidata.org/entity/Q3289298,11919991v
LH/2085/46,http://www.wikidata.org/entity/Q3289608,12320617r
LH/2766/47,http://www.wikidata.org/entity/Q3291562,126474243
LH/379/64,http://www.wikidata.org/entity/Q3292353,15958422s
LH/1272/76,http://www.wikidata.org/entity/Q3292453,130045107
LH/860/3,http://www.wikidata.org/entity/Q3292614,124049206
19800035/434/58033,http://www.wikidata.org/entity/Q3292647,146535733
19800035/821/93398,http://www.wikidata.org/entity/Q3295181,12519575z
LH/735/7,http://www.wikidata.org/entity/Q3298702,12541812k
19800035/52/6299,http://www.wikidata.org/entity/Q3298941,127262409
LH/1696/11,http://www.wikidata.org/entity/Q3301109,11913997g
LH/2643/26,http://www.wikidata.org/entity/Q3301439,11925980f
19800035/305/41004,http://www.wikidata.org/entity/Q3302009,107968048
LH/1589/27,http://www.wikidata.org/entity/Q3302633,16059515m
LH/1275/36,http://www.wikidata.org/entity/Q3309929,13361679h
LH/1984/24,http://www.wikidata.org/entity/Q3335954,125445114
LH/58/49,http://www.wikidata.org/entity/Q3340035,118892420
LH/1900/66,http://www.wikidata.org/entity/Q3340335,13749974t
LH/326/25,http://www.wikidata.org/entity/Q3340703,15843433v
LH/2723/23,http://www.wikidata.org/entity/Q3340854,12534820q
LH/98/79,http://www.wikidata.org/entity/Q3345767,14076593t
19800035/456/61065,http://www.wikidata.org/entity/Q3345784,10389235q
LH/1194/62,http://www.wikidata.org/entity/Q3348840,122869111
LH/2434/56,http://www.wikidata.org/entity/Q3351352,169766630
LH/1450/78,http://www.wikidata.org/entity/Q3356651,113187702
LH/1599/34,http://www.wikidata.org/entity/Q3370284,10631465r
LH/1599/34,http://www.wikidata.org/entity/Q3370284,17133950p
LH/2569/10,http://www.wikidata.org/entity/Q3370335,104874725
19800035/722/82175,http://www.wikidata.org/entity/Q3370603,17162038q
LH/260/13,http://www.wikidata.org/entity/Q3370660,14967112g
LH/274/26,http://www.wikidata.org/entity/Q3370674,11235347z
19800035/739/83929,http://www.wikidata.org/entity/Q3370753,14970755x
LH/1183/19,http://www.wikidata.org/entity/Q3371348,131709282
LH/1181/58,http://www.wikidata.org/entity/Q3371350,10199945t
LH/226/39,http://www.wikidata.org/entity/Q3371718,16667922r
LH/1788/16,http://www.wikidata.org/entity/Q3371802,14957281c
19800035/1469/70018,http://www.wikidata.org/entity/Q3371865,112280767
19800035/866/1751,http://www.wikidata.org/entity/Q3372101,10835512r
19800035/1393/60957,http://www.wikidata.org/entity/Q3372130,10745362s
19800035/566/64484,http://www.wikidata.org/entity/Q3372249,11924474w
19800035/281/37678,http://www.wikidata.org/entity/Q3372361,123958576
LH/1190/91,http://www.wikidata.org/entity/Q3372467,12140713q
LH/641/50,http://www.wikidata.org/entity/Q3378943,12084398f
LH/396/62,http://www.wikidata.org/entity/Q3379474,123459474
LH/1672/42,http://www.wikidata.org/entity/Q3190288,11306803h
LH/1672/42,http://www.wikidata.org/entity/Q3190288,12950431d
LH/425/37,http://www.wikidata.org/entity/Q3167104,132403566
LH/885/56,http://www.wikidata.org/entity/Q3167653,13484756f
LH/318/48,http://www.wikidata.org/entity/Q3169052,125235731
LH/354/69,http://www.wikidata.org/entity/Q3170537,16952124b
LH/463/82,http://www.wikidata.org/entity/Q3171182,13500058r
LH/799/11,http://www.wikidata.org/entity/Q3171798,10717158v
LH/824/14,http://www.wikidata.org/entity/Q3171836,15134298q
LH/826/73,http://www.wikidata.org/entity/Q3171933,16776898v
LH/641/38,http://www.wikidata.org/entity/Q3173703,106590848
LH/879/31,http://www.wikidata.org/entity/Q3175822,11900738g
LH/450/30,http://www.wikidata.org/entity/Q3176135,12149592g
LH/542/67,http://www.wikidata.org/entity/Q3179446,112520872
LH/83/25,http://www.wikidata.org/entity/Q3184551,11320439c
LH/91/30,http://www.wikidata.org/entity/Q3184554,149687669
LH/383/56,http://www.wikidata.org/entity/Q3184674,10727229r
LH/403/41,http://www.wikidata.org/entity/Q3184696,15088419z
LH/403/41,http://www.wikidata.org/entity/Q3184696,15302329d
LH/63/29,http://www.wikidata.org/entity/Q3185737,13484509c
LH/7/71,http://www.wikidata.org/entity/Q3188391,12738014w
LH/611/56,http://www.wikidata.org/entity/Q3188498,10496720q
LH/772/77,http://www.wikidata.org/entity/Q3188539,119001453
LH/772/77,http://www.wikidata.org/entity/Q3188539,14961174k
LH/836/22,http://www.wikidata.org/entity/Q3188556,105847624
LH/352/75,http://www.wikidata.org/entity/Q3188833,15573150q
LH/955/62,http://www.wikidata.org/entity/Q3218969,12171088j
LH/640/22,http://www.wikidata.org/entity/Q3219148,10584090f
LH/693/2,http://www.wikidata.org/entity/Q3247459,14972629k
LH/1136/4,http://www.wikidata.org/entity/Q3260422,12541927w
LH/1943/12,http://www.wikidata.org/entity/Q3260753,16237593v
19800035/1030/18839,http://www.wikidata.org/entity/Q3261383,10388449q
19800035/807/91622,http://www.wikidata.org/entity/Q3261501,137389851
19800035/680/77913,http://www.wikidata.org/entity/Q3261606,127782117
19800035/728/82769,http://www.wikidata.org/entity/Q3261798,12057313b
LH/1264/73,http://www.wikidata.org/entity/Q3261941,10697038f
19800035/685/78471,http://www.wikidata.org/entity/Q3262008,10352991t
LH/163/72,http://www.wikidata.org/entity/Q3262291,12316055w
19800035/88/10971,http://www.wikidata.org/entity/Q3262439,13475057w
LH/1597/24,http://www.wikidata.org/entity/Q3262574,122971687
LH/1763/37,http://www.wikidata.org/entity/Q3262651,120117166
19800035/236/31265,http://www.wikidata.org/entity/Q3262803,13211637c
19800035/83/10347,http://www.wikidata.org/entity/Q3262996,166900435
19800035/1479/71640,http://www.wikidata.org/entity/Q3265271,10852897g
19800035/253/33655,http://www.wikidata.org/entity/Q3265626,10280378x
LH/1483/22,http://www.wikidata.org/entity/Q3270505,121302165
19800035/1076/23786,http://www.wikidata.org/entity/Q3270710,108416786
LH/197/71,http://www.wikidata.org/entity/Q3270731,13956195d
19800035/1483/72379,http://www.wikidata.org/entity/Q3270738,12350019d
19800035/870/2202,http://www.wikidata.org/entity/Q3271183,178442910
19800035/1354/56803,http://www.wikidata.org/entity/Q3271268,121283134
19800035/994/14961,http://www.wikidata.org/entity/Q3271325,14966336s
19800035/826/94170,http://www.wikidata.org/entity/Q3271389,11927661t
LH/1091/43,http://www.wikidata.org/entity/Q3287633,16028767j
19800035/621/70880,http://www.wikidata.org/entity/Q3288138,127390202
LH/1154/15,http://www.wikidata.org/entity/Q3288988,112225974
19800035/174/22452,http://www.wikidata.org/entity/Q3289136,119713847
LH/1679/75,http://www.wikidata.org/entity/Q3292361,17041418c
19800035/624/71885,http://www.wikidata.org/entity/Q3292756,17049061b
19800035/67/8317,http://www.wikidata.org/entity/Q3300282,10392809b
19800035/817/93035,http://www.wikidata.org/entity/Q3300327,13540860b
19800035/170/21912,http://www.wikidata.org/entity/Q3300449,14970061x
19800035/939/9279,http://www.wikidata.org/entity/Q3300788,131689410
19800035/596/67478,http://www.wikidata.org/entity/Q3301016,17706583p
19800035/568/64606,http://www.wikidata.org/entity/Q3301228,10480234c
19800035/209/27414,http://www.wikidata.org/entity/Q3301361,12573259p
19800035/1396/61347,http://www.wikidata.org/entity/Q3301380,14995485n
19800035/449/60116,http://www.wikidata.org/entity/Q3301578,13308874s
LH/416/87,http://www.wikidata.org/entity/Q3260364,135130471
LH/559/49,http://www.wikidata.org/entity/Q3260404,10639894c
LH/2641/22,http://www.wikidata.org/entity/Q3260934,10514707j
LH/797/13,http://www.wikidata.org/entity/Q3261751,12335108t
LH/2786/137,http://www.wikidata.org/entity/Q3262130,12168989v
LH/237/75,http://www.wikidata.org/entity/Q3262921,10685867j
LH/2362/46,http://www.wikidata.org/entity/Q3263037,14928079w
LH/2608/42,http://www.wikidata.org/entity/Q3263198,10293459v
LH/2465/44,http://www.wikidata.org/entity/Q3263501,13174371h
LH/49/71,http://www.wikidata.org/entity/Q3265344,107328371
LH/2430/40,http://www.wikidata.org/entity/Q3265709,16611015h
LH/357/46,http://www.wikidata.org/entity/Q3265765,13926799t
LH/2311/16,http://www.wikidata.org/entity/Q3271606,12109056d
LH/990/41,http://www.wikidata.org/entity/Q3271803,12442854k
LH/572/58,http://www.wikidata.org/entity/Q3287908,121854895
LH/798/80,http://www.wikidata.org/entity/Q3288920,14888385q
LH/379/49,http://www.wikidata.org/entity/Q3290696,14653800q
LH/445/52,http://www.wikidata.org/entity/Q3291565,15017486d
LH/412/14,http://www.wikidata.org/entity/Q3292594,107236721
LH/274/48,http://www.wikidata.org/entity/Q3300454,11169597g
LH/276/30,http://www.wikidata.org/entity/Q3300459,12566633m
LH/476/27,http://www.wikidata.org/entity/Q3300551,12300314g
LH/2576/44,http://www.wikidata.org/entity/Q3301446,107210648
LH/17/5,http://www.wikidata.org/entity/Q3308842,13026544f
19800035/137/17375,http://www.wikidata.org/entity/Q3309557,14171394k
LH/620/28,http://www.wikidata.org/entity/Q3309898,146342795
LH/164/60,http://www.wikidata.org/entity/Q3310236,15599621c
19800035/86/10729,http://www.wikidata.org/entity/Q3313017,121308086
LH/2001/53,http://www.wikidata.org/entity/Q3335960,10719466s
LH/2379/19,http://www.wikidata.org/entity/Q3336428,13475594g
LH/1310/64,http://www.wikidata.org/entity/Q3348839,11907770n
LH/2036/38,http://www.wikidata.org/entity/Q3360535,12736794t
LH/717/90,http://www.wikidata.org/entity/Q15971954,11173685h
LH/83/5,http://www.wikidata.org/entity/Q15973390,153087603
LH/77/33,http://www.wikidata.org/entity/Q15973410,132097915
19800035/212/27820,http://www.wikidata.org/entity/Q15991735,12459131w
LH/30/64,http://www.wikidata.org/entity/Q16010380,106133406
LH/609/82,http://www.wikidata.org/entity/Q16011108,10691653j
LH/1019/65,http://www.wikidata.org/entity/Q16011245,12169363r
LH/1128/3,http://www.wikidata.org/entity/Q16011304,10802655z
LH/1326/80,http://www.wikidata.org/entity/Q16011375,13609525h
19800035/254/33878,http://www.wikidata.org/entity/Q16025457,10708065w
LH/693/4,http://www.wikidata.org/entity/Q16025539,118141422
LH/925/37,http://www.wikidata.org/entity/Q16025680,132103944
19800035/758/86031,http://www.wikidata.org/entity/Q16025756,16141176r
LH/1607/58,http://www.wikidata.org/entity/Q16025963,13211184h
LH/1852/12,http://www.wikidata.org/entity/Q16026095,107092096
LH/1994/38,http://www.wikidata.org/entity/Q16026204,12382302m
LH/2102/42,http://www.wikidata.org/entity/Q16026311,10410339x
LH/2374/54,http://www.wikidata.org/entity/Q16026445,12891192p
LH/2511/14,http://www.wikidata.org/entity/Q16026500,150876465
LH/491/17,http://www.wikidata.org/entity/Q16026645,16133503x
LH/2147/32,http://www.wikidata.org/entity/Q16027436,10746547p
LH/115/30,http://www.wikidata.org/entity/Q16027661,124629428
19800035/728/82759,http://www.wikidata.org/entity/Q16031321,10227739k
19800035/242/32124,http://www.wikidata.org/entity/Q16039631,14969648b
LH/705/79,http://www.wikidata.org/entity/Q16058459,10714322p
LH/1671/39,http://www.wikidata.org/entity/Q16059888,13478096h
LH/364/10,http://www.wikidata.org/entity/Q16180465,10196427s
LH/51/29,http://www.wikidata.org/entity/Q16198138,134755307
LH/807/62,http://www.wikidata.org/entity/Q16216934,13485034f
19800035/259/34525,http://www.wikidata.org/entity/Q16219233,12118331v
19800035/109/13768,http://www.wikidata.org/entity/Q16222686,125546975
LH/2657/34,http://www.wikidata.org/entity/Q16389275,12327981c
LH/1120/14,http://www.wikidata.org/entity/Q16542880,165658386
LH/2142/48,http://www.wikidata.org/entity/Q16611520,12552267n
LH/1303/15,http://www.wikidata.org/entity/Q16627629,127546291
19800035/761/86391,http://www.wikidata.org/entity/Q16641576,12073319v
19800035/206/27026,http://www.wikidata.org/entity/Q16650124,12515758z
LH/388/25,http://www.wikidata.org/entity/Q16575593,14962828k
LH/487/77,http://www.wikidata.org/entity/Q16592562,11848021d
LH/2480/75,http://www.wikidata.org/entity/Q16650304,11346131n
LH/463/39,http://www.wikidata.org/entity/Q16661308,10730780d
LH/1623/6,http://www.wikidata.org/entity/Q16663828,129504155
LH/2310/59,http://www.wikidata.org/entity/Q16737240,10689001c
LH/514/29,http://www.wikidata.org/entity/Q16798490,16143790f
19800035/1395/61253,http://www.wikidata.org/entity/Q16798560,170255395
19800035/294/39552,http://www.wikidata.org/entity/Q16855675,121122585
LH/2019/30,http://www.wikidata.org/entity/Q16861538,10480205s
LH/1463/86,http://www.wikidata.org/entity/Q16873463,148927967
19800035/200/26123,http://www.wikidata.org/entity/Q16915076,12462729h
LH/2653/1,http://www.wikidata.org/entity/Q16916470,12133109b
LH/17/74,http://www.wikidata.org/entity/Q16918147,12017933s
LH/807/77,http://www.wikidata.org/entity/Q16938215,12012954j
LH/804/50,http://www.wikidata.org/entity/Q16938233,12459299s
LH/1548/29,http://www.wikidata.org/entity/Q16944250,15367064j
LH/1960/60,http://www.wikidata.org/entity/Q17275716,11783472v
LH/1586/37,http://www.wikidata.org/entity/Q17277058,10708902g
LH/1273/61,http://www.wikidata.org/entity/Q17350182,123292034
19800035/875/2774,http://www.wikidata.org/entity/Q17350294,155590885
LH/2032/25,http://www.wikidata.org/entity/Q17619318,10554327w
19800035/33/4174,http://www.wikidata.org/entity/Q17621113,11026611g
LH/62/32,http://www.wikidata.org/entity/Q18002949,12566515d
LH/325/45,http://www.wikidata.org/entity/Q18011949,12544365h
LH/2770/34,http://www.wikidata.org/entity/Q18014068,12176817f
LH/851/58,http://www.wikidata.org/entity/Q18057532,12215758f
19800035/740/84017,http://www.wikidata.org/entity/Q18115378,129361350
19800035/559/63715,http://www.wikidata.org/entity/Q18115548,127260444
19800035/369/49573,http://www.wikidata.org/entity/Q18115688,12467022c
19800035/369/49573,http://www.wikidata.org/entity/Q18115688,16798793r
19800035/308/41508,http://www.wikidata.org/entity/Q18115694,12342109n
19800035/260/34618,http://www.wikidata.org/entity/Q18117976,121065891
LH/2347/50,http://www.wikidata.org/entity/Q18156046,10694089m
LH/1197/65,http://www.wikidata.org/entity/Q18197570,124597217
19800035/758/86033,http://www.wikidata.org/entity/Q18197633,128887757
LH/1878/59,http://www.wikidata.org/entity/Q18197782,12433739f
19800035/1235/42592,http://www.wikidata.org/entity/Q18197816,12372637w
LH/691/39,http://www.wikidata.org/entity/Q18206356,10723757d
LH/158/72,http://www.wikidata.org/entity/Q18214109,14958705w
LH/959/32,http://www.wikidata.org/entity/Q18214743,119026000
LH/761/19,http://www.wikidata.org/entity/Q18215264,16925446k
LH/1768/48,http://www.wikidata.org/entity/Q18507678,116561859
LH/603/23,http://www.wikidata.org/entity/Q18507728,149595198
19800035/1330/54217,http://www.wikidata.org/entity/Q18533758,130111427
19800035/229/30349,http://www.wikidata.org/entity/Q18535214,12635761f
19800035/839/95882,http://www.wikidata.org/entity/Q18579065,126968407
LH/189/43,http://www.wikidata.org/entity/Q18590221,103862381
LH/2551/42,http://www.wikidata.org/entity/Q18603067,12573350v
19800035/378/50723,http://www.wikidata.org/entity/Q18616054,124799843
19800035/641/74010,http://www.wikidata.org/entity/Q18619801,10085976r
19800035/228/30071,http://www.wikidata.org/entity/Q18636931,123842004
LH/463/14,http://www.wikidata.org/entity/Q18642498,11304866x
LH/1922/72,http://www.wikidata.org/entity/Q18736306,171582197
LH/2384/35,http://www.wikidata.org/entity/Q18736318,13542804b
LH/2423/4,http://www.wikidata.org/entity/Q18736335,11964380c
LH/1003/62,http://www.wikidata.org/entity/Q18744735,16921615w
19800035/1214/40176,http://www.wikidata.org/entity/Q18744952,10368810c
LH/688/40,http://www.wikidata.org/entity/Q18745129,16338900j
LH/1344/29,http://www.wikidata.org/entity/Q19599502,15372503q
LH/1420/93,http://www.wikidata.org/entity/Q19629490,125393018
19800035/192/25076,http://www.wikidata.org/entity/Q19629818,102794932
LH/2693/74,http://www.wikidata.org/entity/Q19629864,128517888
19800035/1306/51051,http://www.wikidata.org/entity/Q3367295,11892735m
19800035/99/12425,http://www.wikidata.org/entity/Q3370437,144141167
LH/15/43,http://www.wikidata.org/entity/Q3370439,12562038q
LH/2231/57,http://www.wikidata.org/entity/Q3370449,149592528
LH/348/1,http://www.wikidata.org/entity/Q3370721,12913425c
19800035/836/95368,http://www.wikidata.org/entity/Q3370853,11218904n
LH/526/35,http://www.wikidata.org/entity/Q3370861,12232411n
LH/530/26,http://www.wikidata.org/entity/Q3370872,10998701s
19800035/687/78684,http://www.wikidata.org/entity/Q3371356,12459798t
19800035/413/55241,http://www.wikidata.org/entity/Q3371462,166235387
19800035/554/63204,http://www.wikidata.org/entity/Q3371515,12156756n
19800035/809/91898,http://www.wikidata.org/entity/Q3371547,10960924f
LH/1648/39,http://www.wikidata.org/entity/Q3371702,130051033
19800035/739/83808,http://www.wikidata.org/entity/Q3371780,14791167k
19800035/31/3943,http://www.wikidata.org/entity/Q3371815,11915396z
LH/2154/78,http://www.wikidata.org/entity/Q3372011,102852107
19800035/369/49530,http://www.wikidata.org/entity/Q3372029,15722141t
19800035/448/59996,http://www.wikidata.org/entity/Q3372140,130927496
LH/2537/80,http://www.wikidata.org/entity/Q3372218,12917291k
19800035/1333/54552,http://www.wikidata.org/entity/Q3372278,17110610g
19800035/1172/35705,http://www.wikidata.org/entity/Q3372320,126939654
LH/2722/21,http://www.wikidata.org/entity/Q3372541,10716476c
LH/843/37,http://www.wikidata.org/entity/Q3345834,14420041d
LH/1297/63,http://www.wikidata.org/entity/Q3382846,14955307r
LH/2168/10,http://www.wikidata.org/entity/Q3382859,125415880
LH/1028/31,http://www.wikidata.org/entity/Q3382939,11239676b
LH/1028/31,http://www.wikidata.org/entity/Q3382939,11827051p
LH/388/53,http://www.wikidata.org/entity/Q3382950,10428717v
LH/2182/6,http://www.wikidata.org/entity/Q3382972,12632132g
19800035/1207/39408,http://www.wikidata.org/entity/Q3382991,11501241j
19800035/1207/39408,http://www.wikidata.org/entity/Q3382991,16692223k
19800035/956/11007,http://www.wikidata.org/entity/Q3383087,12140268m
19800035/956/11007,http://www.wikidata.org/entity/Q3383087,128064309
LH/535/16,http://www.wikidata.org/entity/Q3383334,153046798
19800035/112/14128,http://www.wikidata.org/entity/Q3383753,10931791n
LH/132/27,http://www.wikidata.org/entity/Q3383891,10543006n
LH/238/60,http://www.wikidata.org/entity/Q3383997,118920210
19800035/1259/45164,http://www.wikidata.org/entity/Q3384269,12483271k
LH/491/80,http://www.wikidata.org/entity/Q3384381,10658850x
19800035/9/1101,http://www.wikidata.org/entity/Q3384431,12286816g
19800035/680/77997,http://www.wikidata.org/entity/Q3384614,108919782
19800035/1289/48970,http://www.wikidata.org/entity/Q3384642,12806918t
19800035/1197/38404,http://www.wikidata.org/entity/Q3384763,158041025
LH/884/48,http://www.wikidata.org/entity/Q3384894,14959936z
LH/316/16,http://www.wikidata.org/entity/Q3385068,14970315k
LH/1095/32,http://www.wikidata.org/entity/Q3385178,17747871k
LH/1333/11,http://www.wikidata.org/entity/Q3385540,123056820
19800035/751/85163,http://www.wikidata.org/entity/Q3385585,124542073
LH/1511/90,http://www.wikidata.org/entity/Q3385878,17727266x
LH/1529/33,http://www.wikidata.org/entity/Q3385886,165901271
LH/1624/84,http://www.wikidata.org/entity/Q3385957,17803964z
LH/413/41,http://www.wikidata.org/entity/Q3386020,10711303p
LH/1738/8,http://www.wikidata.org/entity/Q3386122,149779733
19800035/260/34653,http://www.wikidata.org/entity/Q3386511,11918629c
LH/2346/4,http://www.wikidata.org/entity/Q3386817,158845367
LH/2731/82,http://www.wikidata.org/entity/Q3387111,153529967
19800035/187/24317,http://www.wikidata.org/entity/Q3387154,123051609
LH/378/54,http://www.wikidata.org/entity/Q3407743,107394755
LH/263/26,http://www.wikidata.org/entity/Q3407764,161805962
19800035/292/39207,http://www.wikidata.org/entity/Q3407783,12294106z
LH/2633/52,http://www.wikidata.org/entity/Q3420619,123167027
19800035/1477/71343,http://www.wikidata.org/entity/Q3420785,12303175v
19800035/1004/16116,http://www.wikidata.org/entity/Q3420788,11540212j
19800035/1024/18227,http://www.wikidata.org/entity/Q3421052,12243230t
19800035/1234/42388,http://www.wikidata.org/entity/Q3421103,119208474
19800035/927/8114,http://www.wikidata.org/entity/Q3421161,150175542
19800035/663/76288,http://www.wikidata.org/entity/Q3421180,114958159
LH/1082/57,http://www.wikidata.org/entity/Q3426243,102709771
19800035/151/19250,http://www.wikidata.org/entity/Q3426283,12358723h
LH/1231/28,http://www.wikidata.org/entity/Q3426310,16601836g
19800035/368/49403,http://www.wikidata.org/entity/Q3426421,12243984p
19800035/1474/70864,http://www.wikidata.org/entity/Q3426659,12281357g
19800035/99/12479,http://www.wikidata.org/entity/Q3426682,10972126m
19800035/980/13499,http://www.wikidata.org/entity/Q3426792,13513403h
19800035/332/44794,http://www.wikidata.org/entity/Q3434357,11495497c
LH/776/34,http://www.wikidata.org/entity/Q3434969,12735334m
LH/73/5,http://www.wikidata.org/entity/Q3438659,11283270r
19800035/1213/40004,http://www.wikidata.org/entity/Q3438732,13891742x
LH/2746/55,http://www.wikidata.org/entity/Q3440616,121183802
19800035/2/223,http://www.wikidata.org/entity/Q3456119,12248001w
LH/2442/32,http://www.wikidata.org/entity/Q3463272,125557265
LH/1922/66,http://www.wikidata.org/entity/Q3501957,12605982b
19800035/1129/29389,http://www.wikidata.org/entity/Q3507183,11317064z
19800035/107/13466,http://www.wikidata.org/entity/Q3514993,121082990
19800035/1173/35834,http://www.wikidata.org/entity/Q3528061,14835712v
LH/2287/54,http://www.wikidata.org/entity/Q3506030,14659084t
LH/1615/79,http://www.wikidata.org/entity/Q3510198,12964701g
19800035/135/17038,http://www.wikidata.org/entity/Q3516402,14972985w
LH/2033/22,http://www.wikidata.org/entity/Q3526583,16511554m
LH/525/77,http://www.wikidata.org/entity/Q3526614,133394678
LH/525/79,http://www.wikidata.org/entity/Q3526614,133394678
LH/963/34,http://www.wikidata.org/entity/Q3526656,13210446j
LH/1561/84,http://www.wikidata.org/entity/Q3526665,17777230z
19800035/1283/48080,http://www.wikidata.org/entity/Q3526695,10689906k
LH/2626/45,http://www.wikidata.org/entity/Q3548157,12081437s
LH/988/42,http://www.wikidata.org/entity/Q3557093,149739885
LH/955/5,http://www.wikidata.org/entity/Q3557313,133605101
C/0/28,http://www.wikidata.org/entity/Q3557314,107115811
LH/462/65,http://www.wikidata.org/entity/Q3557642,124809577
LH/340/67,http://www.wikidata.org/entity/Q3559447,13518008b
LH/427/88,http://www.wikidata.org/entity/Q3380079,16718535c
LH/1636/6,http://www.wikidata.org/entity/Q3382933,14658313w
LH/1503/27,http://www.wikidata.org/entity/Q3382948,12529080c
LH/596/21,http://www.wikidata.org/entity/Q3383250,10723737s
19800035/1128/29308,http://www.wikidata.org/entity/Q3383494,127414313
19800035/34/4310,http://www.wikidata.org/entity/Q3383598,12163177f
LH/1184/79,http://www.wikidata.org/entity/Q3383638,14974994b
LH/2568/22,http://www.wikidata.org/entity/Q3383679,13336464h
LH/185/55,http://www.wikidata.org/entity/Q3383931,15290354t
19800035/996/15261,http://www.wikidata.org/entity/Q3384282,13892128z
LH/348/13,http://www.wikidata.org/entity/Q3385065,13757066f
19800035/76/9413,http://www.wikidata.org/entity/Q3385198,12258851v
LH/1132/32,http://www.wikidata.org/entity/Q3385208,103104887
LH/1131/27,http://www.wikidata.org/entity/Q3385211,120148642
LH/1151/58,http://www.wikidata.org/entity/Q3385240,16574116x
LH/1244/42,http://www.wikidata.org/entity/Q3385381,11011721n
LH/314/56,http://www.wikidata.org/entity/Q3386046,10301338f
LH/995/57,http://www.wikidata.org/entity/Q3386439,11293395k
19800035/662/76121,http://www.wikidata.org/entity/Q3387066,130247884
19800035/752/85352,http://www.wikidata.org/entity/Q3387361,14653644s
19800035/612/69079,http://www.wikidata.org/entity/Q3387372,109298920
LH/522/55,http://www.wikidata.org/entity/Q3393992,109420408
LH/1476/53,http://www.wikidata.org/entity/Q3393996,11961755j
19800035/20/2498,http://www.wikidata.org/entity/Q3407787,13007293n
19800035/1018/17618,http://www.wikidata.org/entity/Q3425914,12980454p
19800035/114/14371,http://www.wikidata.org/entity/Q3426975,12334178r
19800035/230/30502,http://www.wikidata.org/entity/Q3420610,15613189p
LH/2493/76,http://www.wikidata.org/entity/Q3421241,107267512
LH/186/9,http://www.wikidata.org/entity/Q3425950,10302465v
19800035/383/51328,http://www.wikidata.org/entity/Q3426080,135486941
LH/1110/71,http://www.wikidata.org/entity/Q3426327,11576109f
LH/1340/83,http://www.wikidata.org/entity/Q3426388,166449996
19800035/1368/58107,http://www.wikidata.org/entity/Q3426537,14654465f
LH/1985/42,http://www.wikidata.org/entity/Q3426683,155438892
19800035/310/41777,http://www.wikidata.org/entity/Q3426746,129381402
LH/313/20,http://www.wikidata.org/entity/Q3427022,12181013v
19800035/1383/59807,http://www.wikidata.org/entity/Q3434922,11899270f
19800035/1413/63339,http://www.wikidata.org/entity/Q3435381,10694775v
LH/1623/37,http://www.wikidata.org/entity/Q3435752,166829866
19800035/909/6233,http://www.wikidata.org/entity/Q3436662,12769500f
LH/1159/22,http://www.wikidata.org/entity/Q3437472,10616884x
19800035/426/56997,http://www.wikidata.org/entity/Q3439024,11905240v
19800035/382/51214,http://www.wikidata.org/entity/Q3439046,128155567
19800035/1294/49631,http://www.wikidata.org/entity/Q3479171,12788521k
19800035/245/32561,http://www.wikidata.org/entity/Q3484251,10849595f
LH/853/43,http://www.wikidata.org/entity/Q3484261,13165755d
19800035/231/30676,http://www.wikidata.org/entity/Q3510093,150117247
19800035/1483/72347,http://www.wikidata.org/entity/Q3511950,120129714
LH/1766/4,http://www.wikidata.org/entity/Q3524830,119148487
19800035/192/25039,http://www.wikidata.org/entity/Q3524843,12881905x
LH/997/17,http://www.wikidata.org/entity/Q3526373,10723848q
LH/826/59,http://www.wikidata.org/entity/Q3526418,10349911t
LH/1420/92,http://www.wikidata.org/entity/Q3526446,14905087c
19800035/11/1411,http://www.wikidata.org/entity/Q3526513,11847285z
LH/1902/32,http://www.wikidata.org/entity/Q3526561,12405686j
LH/444/8,http://www.wikidata.org/entity/Q3535638,124815143
