leonoreid,bnfids,uribnf
LH/1828/12,104450346,https://data.bnf.fr/ark:/12148/cb104450346
LH/1585/71,14517998h,https://data.bnf.fr/ark:/12148/cb14517998h
LH/2720/55,121710171,https://data.bnf.fr/ark:/12148/cb121710171
19800035/141/17855,11899000q,https://data.bnf.fr/ark:/12148/cb11899000q
19800035/129/16305,16925398j,https://data.bnf.fr/ark:/12148/cb16925398j
LH/1245/37,12449206r,https://data.bnf.fr/ark:/12148/cb12449206r
19800035/1326/53582,10280079f,https://data.bnf.fr/ark:/12148/cb10280079f
19800035/387/51959,16686192w,https://data.bnf.fr/ark:/12148/cb16686192w
19800035/208/27238,150932678,https://data.bnf.fr/ark:/12148/cb150932678
LH/2461/77,106775461,https://data.bnf.fr/ark:/12148/cb106775461
19800035/121/15232,12731680n,https://data.bnf.fr/ark:/12148/cb12731680n
19800035/1249/44109,11925878m,https://data.bnf.fr/ark:/12148/cb11925878m
LH/1409/18,166712933,https://data.bnf.fr/ark:/12148/cb166712933
LH/306/4,10680032g,https://data.bnf.fr/ark:/12148/cb10680032g
LH/1029/77,10680849d,https://data.bnf.fr/ark:/12148/cb10680849d
LH/2216/36,11903464x,https://data.bnf.fr/ark:/12148/cb11903464x
LH/1712/33,10246832m,https://data.bnf.fr/ark:/12148/cb10246832m
LH/2502/17,13204204t,https://data.bnf.fr/ark:/12148/cb13204204t
19800035/1331/54298,12370736b,https://data.bnf.fr/ark:/12148/cb12370736b
19800035/250/33254,105557931,https://data.bnf.fr/ark:/12148/cb105557931
19800035/1038/19672,11893892z,https://data.bnf.fr/ark:/12148/cb11893892z
LH/1011/48,13166764m,https://data.bnf.fr/ark:/12148/cb13166764m
LH/1502/64,162286141,https://data.bnf.fr/ark:/12148/cb162286141
LH/820/42,102139645,https://data.bnf.fr/ark:/12148/cb102139645
19800035/1464/69396,103045648,https://data.bnf.fr/ark:/12148/cb103045648
LH/598/55,103045559,https://data.bnf.fr/ark:/12148/cb103045559
19800035/992/14787,10831233x,https://data.bnf.fr/ark:/12148/cb10831233x
LH/1484/22,118093491,https://data.bnf.fr/ark:/12148/cb118093491
LH/1332/64,17767235g,https://data.bnf.fr/ark:/12148/cb17767235g
LH/2603/3,107070273,https://data.bnf.fr/ark:/12148/cb107070273
LH/950/28,130055365,https://data.bnf.fr/ark:/12148/cb130055365
LH/775/5,14972938c,https://data.bnf.fr/ark:/12148/cb14972938c
LH/387/61,16625429g,https://data.bnf.fr/ark:/12148/cb16625429g
LH/14/42,13011525r,https://data.bnf.fr/ark:/12148/cb13011525r
19800035/75/9309,127329007,https://data.bnf.fr/ark:/12148/cb127329007
LH/977/3,14973896h,https://data.bnf.fr/ark:/12148/cb14973896h
LH/2442/31,10747633h,https://data.bnf.fr/ark:/12148/cb10747633h
LH/2454/30,118046260,https://data.bnf.fr/ark:/12148/cb118046260
LH/509/85,12121492v,https://data.bnf.fr/ark:/12148/cb12121492v
LH/1996/29,12950961q,https://data.bnf.fr/ark:/12148/cb12950961q
LH/2751/35,104597229,https://data.bnf.fr/ark:/12148/cb104597229
19800035/1353/56748,133868383,https://data.bnf.fr/ark:/12148/cb133868383
19800035/1409/62924,133868383,https://data.bnf.fr/ark:/12148/cb133868383
LH/671/37,12559174b,https://data.bnf.fr/ark:/12148/cb12559174b
LH/810/96,102369095,https://data.bnf.fr/ark:/12148/cb102369095
LH/2730/14,105403956,https://data.bnf.fr/ark:/12148/cb105403956
LH/1224/38,12519426g,https://data.bnf.fr/ark:/12148/cb12519426g
LH/653/70,10266680b,https://data.bnf.fr/ark:/12148/cb10266680b
LH/620/20,124427998,https://data.bnf.fr/ark:/12148/cb124427998
LH/2166/23,16531234k,https://data.bnf.fr/ark:/12148/cb16531234k
19800035/1370/58426,11841471c,https://data.bnf.fr/ark:/12148/cb11841471c
19800035/260/34696,10721192s,https://data.bnf.fr/ark:/12148/cb10721192s
19800035/1092/25526,107446882,https://data.bnf.fr/ark:/12148/cb107446882
LH/2564/66,13475442z,https://data.bnf.fr/ark:/12148/cb13475442z
LH/1960/41,14311713z,https://data.bnf.fr/ark:/12148/cb14311713z
LH/1736/5,14375507p,https://data.bnf.fr/ark:/12148/cb14375507p
LH/781/44,13004036j,https://data.bnf.fr/ark:/12148/cb13004036j
19800035/78/9758,123841972,https://data.bnf.fr/ark:/12148/cb123841972
LH/2551/11,130065352,https://data.bnf.fr/ark:/12148/cb130065352
19800035/768/87129,13409306b,https://data.bnf.fr/ark:/12148/cb13409306b
19800035/722/82102,12486752d,https://data.bnf.fr/ark:/12148/cb12486752d
19800035/129/16313,111164367,https://data.bnf.fr/ark:/12148/cb111164367
19800035/935/8903,13186411m,https://data.bnf.fr/ark:/12148/cb13186411m
LH/2024/24,10192513d,https://data.bnf.fr/ark:/12148/cb10192513d
LH/2565/38,13320337p,https://data.bnf.fr/ark:/12148/cb13320337p
19800035/1326/53617,13023991b,https://data.bnf.fr/ark:/12148/cb13023991b
LH/2735/7,105460218,https://data.bnf.fr/ark:/12148/cb105460218
LH/960/54,134771538,https://data.bnf.fr/ark:/12148/cb134771538
LH/1466/54,12730681r,https://data.bnf.fr/ark:/12148/cb12730681r
LH/1064/15,13007016n,https://data.bnf.fr/ark:/12148/cb13007016n
LH/2637/100,10736052p,https://data.bnf.fr/ark:/12148/cb10736052p
LH/1340/11,11683628r,https://data.bnf.fr/ark:/12148/cb11683628r
19800035/1195/38213,14622417g,https://data.bnf.fr/ark:/12148/cb14622417g
LH/557/85,121513163,https://data.bnf.fr/ark:/12148/cb121513163
LH/1106/49,149745978,https://data.bnf.fr/ark:/12148/cb149745978
LH/2378/13,107282050,https://data.bnf.fr/ark:/12148/cb107282050
LH/1949/36,12263309p,https://data.bnf.fr/ark:/12148/cb12263309p
LH/626/14,10466517n,https://data.bnf.fr/ark:/12148/cb10466517n
19800035/1327/54093,10733322v,https://data.bnf.fr/ark:/12148/cb10733322v
LH/1842/51,107020732,https://data.bnf.fr/ark:/12148/cb107020732
LH/2388/13,123194849,https://data.bnf.fr/ark:/12148/cb123194849
19800035/1279/47537,108916427,https://data.bnf.fr/ark:/12148/cb108916427
LH/701/39,105458577,https://data.bnf.fr/ark:/12148/cb105458577
LH/942/7,137548767,https://data.bnf.fr/ark:/12148/cb137548767
LH/47/33,113170372,https://data.bnf.fr/ark:/12148/cb113170372
19800035/240/31935,14944051z,https://data.bnf.fr/ark:/12148/cb14944051z
LH/1330/32,16601614m,https://data.bnf.fr/ark:/12148/cb16601614m
LH/1785/21,107374672,https://data.bnf.fr/ark:/12148/cb107374672
LH/148/10,124384374,https://data.bnf.fr/ark:/12148/cb124384374
LH/190/52,12534889p,https://data.bnf.fr/ark:/12148/cb12534889p
LH/2423/16,14929478w,https://data.bnf.fr/ark:/12148/cb14929478w
LH/2266/20,149758511,https://data.bnf.fr/ark:/12148/cb149758511
19800035/659/75898,12153715b,https://data.bnf.fr/ark:/12148/cb12153715b
19800035/1427/65091,12769419k,https://data.bnf.fr/ark:/12148/cb12769419k
LH/1397/41,10735508b,https://data.bnf.fr/ark:/12148/cb10735508b
19800035/126/15929,12109944w,https://data.bnf.fr/ark:/12148/cb12109944w
19800035/721/82047,14968963t,https://data.bnf.fr/ark:/12148/cb14968963t
19800035/772/87497,12776306f,https://data.bnf.fr/ark:/12148/cb12776306f
LH/2619/18,127330767,https://data.bnf.fr/ark:/12148/cb127330767
LH/2009/38,14801395p,https://data.bnf.fr/ark:/12148/cb14801395p
LH/165/10,10495194c,https://data.bnf.fr/ark:/12148/cb10495194c
19800035/1272/46537,130131792,https://data.bnf.fr/ark:/12148/cb130131792
19800035/150/19083,10499098f,https://data.bnf.fr/ark:/12148/cb10499098f
LH/1465/4,149058716,https://data.bnf.fr/ark:/12148/cb149058716
19800035/846/96916,170106000,https://data.bnf.fr/ark:/12148/cb170106000
19800035/457/61147,128058007,https://data.bnf.fr/ark:/12148/cb128058007
LH/2412/38,124628393,https://data.bnf.fr/ark:/12148/cb124628393
LH/263/7,104275021,https://data.bnf.fr/ark:/12148/cb104275021
LH/107/39,104261589,https://data.bnf.fr/ark:/12148/cb104261589
19800035/1171/34651,12380391k,https://data.bnf.fr/ark:/12148/cb12380391k
19800035/300/40424,10234515h,https://data.bnf.fr/ark:/12148/cb10234515h
LH/348/14,10691373b,https://data.bnf.fr/ark:/12148/cb10691373b
LH/1033/89,15576721h,https://data.bnf.fr/ark:/12148/cb15576721h
19800035/319/42956,11848773k,https://data.bnf.fr/ark:/12148/cb11848773k
LH/269/57,125547278,https://data.bnf.fr/ark:/12148/cb125547278
LH/962/26,124978702,https://data.bnf.fr/ark:/12148/cb124978702
19800035/1286/48516,10429610d,https://data.bnf.fr/ark:/12148/cb10429610d
LH/1145/34,12462239f,https://data.bnf.fr/ark:/12148/cb12462239f
LH/2262/18,12522850z,https://data.bnf.fr/ark:/12148/cb12522850z
LH/2715/5,13763149c,https://data.bnf.fr/ark:/12148/cb13763149c
LH/1431/79,16749459z,https://data.bnf.fr/ark:/12148/cb16749459z
19800035/379/50854,149008683,https://data.bnf.fr/ark:/12148/cb149008683
LH/2038/2,10718178q,https://data.bnf.fr/ark:/12148/cb10718178q
19800035/1090/25278,109299881,https://data.bnf.fr/ark:/12148/cb109299881
19800035/1464/69385,10952176r,https://data.bnf.fr/ark:/12148/cb10952176r
19800035/1112/27393,11555173w,https://data.bnf.fr/ark:/12148/cb11555173w
LH/1444/10,110719861 |149779048,https://data.bnf.fr/ark:/12148/cb110719861 | https://data.bnf.fr/ark:/12148/cb149779048
19800035/1385/59998,155911739,https://data.bnf.fr/ark:/12148/cb155911739
19800035/1370/58321,17799036c,https://data.bnf.fr/ark:/12148/cb17799036c
LH/1009/35,14892604g,https://data.bnf.fr/ark:/12148/cb14892604g
19800035/572/65072,106467530,https://data.bnf.fr/ark:/12148/cb106467530
19800035/278/37289,12290967d,https://data.bnf.fr/ark:/12148/cb12290967d
LH/112/5,10731576v,https://data.bnf.fr/ark:/12148/cb10731576v
LH/2477/5,12529888b,https://data.bnf.fr/ark:/12148/cb12529888b
LH/2106/17,149221593,https://data.bnf.fr/ark:/12148/cb149221593
19800035/827/94226,1626673900,https://data.bnf.fr/ark:/12148/cb1626673900
LH/1450/72,123691804 |147938748,https://data.bnf.fr/ark:/12148/cb123691804 | https://data.bnf.fr/ark:/12148/cb147938748
LH/690/47,11252732q,https://data.bnf.fr/ark:/12148/cb11252732q
LH/781/33,15018723k,https://data.bnf.fr/ark:/12148/cb15018723k
19800035/572/65093,10707651m |12737696g,https://data.bnf.fr/ark:/12148/cb10707651m | https://data.bnf.fr/ark:/12148/cb12737696g
LH/573/55,10711315p,https://data.bnf.fr/ark:/12148/cb10711315p
19800035/1296/49902,12814194f,https://data.bnf.fr/ark:/12148/cb12814194f
LH/1159/47,16626180n,https://data.bnf.fr/ark:/12148/cb16626180n
19800035/1159/32401,14969931f,https://data.bnf.fr/ark:/12148/cb14969931f
LH/498/95,13516835z,https://data.bnf.fr/ark:/12148/cb13516835z
19800035/451/60397,13566020r,https://data.bnf.fr/ark:/12148/cb13566020r
LH/1977/5,13026722p,https://data.bnf.fr/ark:/12148/cb13026722p
LH/1948/51,10531862n,https://data.bnf.fr/ark:/12148/cb10531862n
19800035/356/47878,14898200f,https://data.bnf.fr/ark:/12148/cb14898200f
LH/509/19,12456154t,https://data.bnf.fr/ark:/12148/cb12456154t
19800035/725/82446,149658943,https://data.bnf.fr/ark:/12148/cb149658943
19800035/28/3561,143972083,https://data.bnf.fr/ark:/12148/cb143972083
LH/872/58,13359774s,https://data.bnf.fr/ark:/12148/cb13359774s
LH/1794/80,12995183v,https://data.bnf.fr/ark:/12148/cb12995183v
19800035/327/44044,15366913w,https://data.bnf.fr/ark:/12148/cb15366913w
LH/2265/23,11921123f,https://data.bnf.fr/ark:/12148/cb11921123f
19800035/822/93593,12308940m,https://data.bnf.fr/ark:/12148/cb12308940m
LH/1267/39,16505640z,https://data.bnf.fr/ark:/12148/cb16505640z
19800035/561/63914,15574820z,https://data.bnf.fr/ark:/12148/cb15574820z
19800035/1469/70028,149063801,https://data.bnf.fr/ark:/12148/cb149063801
LH/578/9,106150985,https://data.bnf.fr/ark:/12148/cb106150985
19800035/1304/50525,11167825z,https://data.bnf.fr/ark:/12148/cb11167825z
19800035/378/50756,12109330j |177974825,https://data.bnf.fr/ark:/12148/cb12109330j | https://data.bnf.fr/ark:/12148/cb177974825
LH/2728/19,130128861 |16299896f,https://data.bnf.fr/ark:/12148/cb130128861 | https://data.bnf.fr/ark:/12148/cb16299896f
LH/17/36,12449506k,https://data.bnf.fr/ark:/12148/cb12449506k
19800035/170/21930,11825665j,https://data.bnf.fr/ark:/12148/cb11825665j
LH/1232/54,13557264z,https://data.bnf.fr/ark:/12148/cb13557264z
LH/473/6,15355027n,https://data.bnf.fr/ark:/12148/cb15355027n
LH/516/42,10234722b,https://data.bnf.fr/ark:/12148/cb10234722b
LH/668/29,10545751w,https://data.bnf.fr/ark:/12148/cb10545751w
LH/1022/22,10524837z,https://data.bnf.fr/ark:/12148/cb10524837z
LH/898/45,16761008f,https://data.bnf.fr/ark:/12148/cb16761008f
LH/1102/56,10499829t,https://data.bnf.fr/ark:/12148/cb10499829t
LH/665/11,15586167c,https://data.bnf.fr/ark:/12148/cb15586167c
19800035/205/26855,124368639,https://data.bnf.fr/ark:/12148/cb124368639
LH/157/43,14406072q,https://data.bnf.fr/ark:/12148/cb14406072q
LH/1135/41,12522641f,https://data.bnf.fr/ark:/12148/cb12522641f
LH/200/16,10731957p,https://data.bnf.fr/ark:/12148/cb10731957p
19800035/241/32019,10342014p,https://data.bnf.fr/ark:/12148/cb10342014p
LH/716/46,10305682q,https://data.bnf.fr/ark:/12148/cb10305682q
19800035/99/12432,169066568,https://data.bnf.fr/ark:/12148/cb169066568
LH/719/24,150552448,https://data.bnf.fr/ark:/12148/cb150552448
19800035/973/12798,14904970w,https://data.bnf.fr/ark:/12148/cb14904970w
LH/1201/42,12462717h,https://data.bnf.fr/ark:/12148/cb12462717h
LH/1869/35,106824295,https://data.bnf.fr/ark:/12148/cb106824295
LH/1869/49,106824295,https://data.bnf.fr/ark:/12148/cb106824295
LH/2134/14,12685611n,https://data.bnf.fr/ark:/12148/cb12685611n
LH/1226/40,12348498c,https://data.bnf.fr/ark:/12148/cb12348498c
LH/1625/53,14976815d,https://data.bnf.fr/ark:/12148/cb14976815d
LH/774/27,149729251,https://data.bnf.fr/ark:/12148/cb149729251
LH/1045/39,13418436h,https://data.bnf.fr/ark:/12148/cb13418436h
LH/293/73,12525309v,https://data.bnf.fr/ark:/12148/cb12525309v
LH/1980/58,15342757k,https://data.bnf.fr/ark:/12148/cb15342757k
LH/2029/9,132116648,https://data.bnf.fr/ark:/12148/cb132116648
LH/673/68,149725415,https://data.bnf.fr/ark:/12148/cb149725415
LH/461/73,14839957b,https://data.bnf.fr/ark:/12148/cb14839957b
LH/970/59,10351670s |32105041m,https://data.bnf.fr/ark:/12148/cb10351670s | https://data.bnf.fr/ark:/12148/cb32105041m
19800035/923/7641,15031844j,https://data.bnf.fr/ark:/12148/cb15031844j
LH/1033/70,128152254,https://data.bnf.fr/ark:/12148/cb128152254
LH/2568/3,12151376z,https://data.bnf.fr/ark:/12148/cb12151376z
19800035/234/31017,10466869q,https://data.bnf.fr/ark:/12148/cb10466869q
19800035/42/5234,167364560,https://data.bnf.fr/ark:/12148/cb167364560
LH/2166/45,10498204k,https://data.bnf.fr/ark:/12148/cb10498204k
19800035/754/85528,12156140m,https://data.bnf.fr/ark:/12148/cb12156140m
19800035/793/89682,17055921t,https://data.bnf.fr/ark:/12148/cb17055921t
19800035/277/37107,11936174r,https://data.bnf.fr/ark:/12148/cb11936174r
19800035/638/73710,12406063g,https://data.bnf.fr/ark:/12148/cb12406063g
LH/2754/45,13164302g,https://data.bnf.fr/ark:/12148/cb13164302g
LH/1400/56,10908048n,https://data.bnf.fr/ark:/12148/cb10908048n
19800035/799/90457,105041844,https://data.bnf.fr/ark:/12148/cb105041844
19800035/976/13100,11913717f,https://data.bnf.fr/ark:/12148/cb11913717f
19800035/421/56325,12419586f,https://data.bnf.fr/ark:/12148/cb12419586f
19800035/1271/46401,123070281,https://data.bnf.fr/ark:/12148/cb123070281
19800035/1449/67632,115601987,https://data.bnf.fr/ark:/12148/cb115601987
LH/2301/2,121927524,https://data.bnf.fr/ark:/12148/cb121927524
LH/357/21,120494801,https://data.bnf.fr/ark:/12148/cb120494801
LH/2786/17,13741141q |13741143d,https://data.bnf.fr/ark:/12148/cb13741141q | https://data.bnf.fr/ark:/12148/cb13741143d
LH/1167/12,14557834t,https://data.bnf.fr/ark:/12148/cb14557834t
LH/1310/24,14969436s,https://data.bnf.fr/ark:/12148/cb14969436s
LH/1264/15,15877547d,https://data.bnf.fr/ark:/12148/cb15877547d
19800035/1319/52693,11909846j,https://data.bnf.fr/ark:/12148/cb11909846j
LH/2773/22,137487819,https://data.bnf.fr/ark:/12148/cb137487819
LH/1174/44,104362939,https://data.bnf.fr/ark:/12148/cb104362939
19800035/1404/62218,11570277r,https://data.bnf.fr/ark:/12148/cb11570277r
LH/1335/67,14430453q,https://data.bnf.fr/ark:/12148/cb14430453q
LH/1572/11,15367539q,https://data.bnf.fr/ark:/12148/cb15367539q
19800035/554/63262,14911577p,https://data.bnf.fr/ark:/12148/cb14911577p
19800035/825/94078,15681740z,https://data.bnf.fr/ark:/12148/cb15681740z
LH/750/24,12567343b,https://data.bnf.fr/ark:/12148/cb12567343b
LH/483/47,12788795p,https://data.bnf.fr/ark:/12148/cb12788795p
LH/820/50,106157356,https://data.bnf.fr/ark:/12148/cb106157356
LH/518/66,104302450,https://data.bnf.fr/ark:/12148/cb104302450
LH/409/74,10700582x,https://data.bnf.fr/ark:/12148/cb10700582x
LH/539/42,12115834j,https://data.bnf.fr/ark:/12148/cb12115834j
LH/539/64,10639700x,https://data.bnf.fr/ark:/12148/cb10639700x
LH/943/45,126052843,https://data.bnf.fr/ark:/12148/cb126052843
LH/50/5,120147623,https://data.bnf.fr/ark:/12148/cb120147623
LH/504/58,12492194x,https://data.bnf.fr/ark:/12148/cb12492194x
LH/658/56,12392956d,https://data.bnf.fr/ark:/12148/cb12392956d
LH/789/40,124491143,https://data.bnf.fr/ark:/12148/cb124491143
LH/529/61,130046006,https://data.bnf.fr/ark:/12148/cb130046006
LH/765/59,129667327,https://data.bnf.fr/ark:/12148/cb129667327
LH/670/32,12406521x,https://data.bnf.fr/ark:/12148/cb12406521x
LH/611/3,11916596r,https://data.bnf.fr/ark:/12148/cb11916596r
LH/4/43,10613214c,https://data.bnf.fr/ark:/12148/cb10613214c
LH/396/42,11138828m,https://data.bnf.fr/ark:/12148/cb11138828m
LH/637/47,120481203,https://data.bnf.fr/ark:/12148/cb120481203
LH/591/94,11321007w,https://data.bnf.fr/ark:/12148/cb11321007w
LH/470/39,125226523,https://data.bnf.fr/ark:/12148/cb125226523
LH/874/47,106966396,https://data.bnf.fr/ark:/12148/cb106966396
LH/492/75,14971513p,https://data.bnf.fr/ark:/12148/cb14971513p
LH/994/31,127350741,https://data.bnf.fr/ark:/12148/cb127350741
LH/550/64,17069386x,https://data.bnf.fr/ark:/12148/cb17069386x
19800035/1237/42718,102056440,https://data.bnf.fr/ark:/12148/cb102056440
LH/589/102,11336624j,https://data.bnf.fr/ark:/12148/cb11336624j
LH/598/50,116822768,https://data.bnf.fr/ark:/12148/cb116822768
LH/2638/71,10695037m |15601984g,https://data.bnf.fr/ark:/12148/cb10695037m | https://data.bnf.fr/ark:/12148/cb15601984g
LH/815/77,10546390x,https://data.bnf.fr/ark:/12148/cb10546390x
19800035/203/26587,16070052p,https://data.bnf.fr/ark:/12148/cb16070052p
19800035/392/52486,10602130w,https://data.bnf.fr/ark:/12148/cb10602130w
19800035/413/55238,13474662w,https://data.bnf.fr/ark:/12148/cb13474662w
LH/1250/37,10240502d,https://data.bnf.fr/ark:/12148/cb10240502d
19800035/26/3365,17720309p,https://data.bnf.fr/ark:/12148/cb17720309p
19800035/424/56664,119140210,https://data.bnf.fr/ark:/12148/cb119140210
LH/2189/31,118993267,https://data.bnf.fr/ark:/12148/cb118993267
LH/1304/36,11907601j,https://data.bnf.fr/ark:/12148/cb11907601j
LH/2426/69,10698748x,https://data.bnf.fr/ark:/12148/cb10698748x
19800035/198/25815,11888067j,https://data.bnf.fr/ark:/12148/cb11888067j
19800035/270/36196,118885359,https://data.bnf.fr/ark:/12148/cb118885359
LH/1148/5,12210790q,https://data.bnf.fr/ark:/12148/cb12210790q
LH/1154/30,10436015z,https://data.bnf.fr/ark:/12148/cb10436015z
LH/1346/12,10708628b,https://data.bnf.fr/ark:/12148/cb10708628b
LH/121/29,154187745,https://data.bnf.fr/ark:/12148/cb154187745
LH/2049/22,13282479f,https://data.bnf.fr/ark:/12148/cb13282479f
19800035/546/62431,130868090,https://data.bnf.fr/ark:/12148/cb130868090
19800035/1127/29196,11327354p,https://data.bnf.fr/ark:/12148/cb11327354p
LH/1590/35,12185418n |405870460,https://data.bnf.fr/ark:/12148/cb12185418n | https://data.bnf.fr/ark:/12148/cb405870460
LH/1744/48,124438168,https://data.bnf.fr/ark:/12148/cb124438168
LH/1807/36,12407209g,https://data.bnf.fr/ark:/12148/cb12407209g
LH/1980/19,10532449k,https://data.bnf.fr/ark:/12148/cb10532449k
LH/2159/7,149232019,https://data.bnf.fr/ark:/12148/cb149232019
LH/2254/51,10327435j,https://data.bnf.fr/ark:/12148/cb10327435j
19800035/749/84905,12116552w,https://data.bnf.fr/ark:/12148/cb12116552w
LH/2378/32,12805333t,https://data.bnf.fr/ark:/12148/cb12805333t
19800035/572/65005,15486841f,https://data.bnf.fr/ark:/12148/cb15486841f
LH/2179/8,132117698,https://data.bnf.fr/ark:/12148/cb132117698
LH/2728/60,10742415t |12560066g,https://data.bnf.fr/ark:/12148/cb10742415t | https://data.bnf.fr/ark:/12148/cb12560066g
LH/175/22,10520135c,https://data.bnf.fr/ark:/12148/cb10520135c
LH/2720/52,121856453,https://data.bnf.fr/ark:/12148/cb121856453
LH/1952/56,130095693,https://data.bnf.fr/ark:/12148/cb130095693
19800035/758/85951,16531565p,https://data.bnf.fr/ark:/12148/cb16531565p
19800035/391/52466,103955422,https://data.bnf.fr/ark:/12148/cb103955422
LH/1425/40,132110320,https://data.bnf.fr/ark:/12148/cb132110320
LH/1738/26,121087296,https://data.bnf.fr/ark:/12148/cb121087296
LH/2038/3,10688588d,https://data.bnf.fr/ark:/12148/cb10688588d
LH/1605/54,14952866x,https://data.bnf.fr/ark:/12148/cb14952866x
19800035/1114/27577,148511657,https://data.bnf.fr/ark:/12148/cb148511657
19800035/197/25781,14653619k,https://data.bnf.fr/ark:/12148/cb14653619k
19800035/347/46753,124534031,https://data.bnf.fr/ark:/12148/cb124534031
19800035/7/800,11336528n,https://data.bnf.fr/ark:/12148/cb11336528n
LH/418/115,11284360z,https://data.bnf.fr/ark:/12148/cb11284360z
LH/1267/52,129978760,https://data.bnf.fr/ark:/12148/cb129978760
19800035/660/75942,15123714s,https://data.bnf.fr/ark:/12148/cb15123714s
19800035/1470/70196,17047955d,https://data.bnf.fr/ark:/12148/cb17047955d
LH/1154/64,10239692f,https://data.bnf.fr/ark:/12148/cb10239692f
19800035/1455/68206,10825800c,https://data.bnf.fr/ark:/12148/cb10825800c
LH/1370/4,10314958n,https://data.bnf.fr/ark:/12148/cb10314958n
19800035/1424/64752,107091553,https://data.bnf.fr/ark:/12148/cb107091553
19800035/722/82153,10990463k,https://data.bnf.fr/ark:/12148/cb10990463k
LH/1815/29,13448660j,https://data.bnf.fr/ark:/12148/cb13448660j
19800035/257/34303,102830404,https://data.bnf.fr/ark:/12148/cb102830404
LH/1701/43,17901787r,https://data.bnf.fr/ark:/12148/cb17901787r
19800035/1131/29554,134735495,https://data.bnf.fr/ark:/12148/cb134735495
LH/2016/63,10653883p,https://data.bnf.fr/ark:/12148/cb10653883p
LH/2204/46,11081897m,https://data.bnf.fr/ark:/12148/cb11081897m
LH/2009/40,13211644n,https://data.bnf.fr/ark:/12148/cb13211644n
LH/1931/51,14802300d,https://data.bnf.fr/ark:/12148/cb14802300d
LH/2138/19,14809471w,https://data.bnf.fr/ark:/12148/cb14809471w
LH/1173/8,10216259c,https://data.bnf.fr/ark:/12148/cb10216259c
19800035/1474/70755,167330654,https://data.bnf.fr/ark:/12148/cb167330654
19800035/226/29890,170595101,https://data.bnf.fr/ark:/12148/cb170595101
LH/1384/14,12815545k,https://data.bnf.fr/ark:/12148/cb12815545k
19800035/222/29200,104414063,https://data.bnf.fr/ark:/12148/cb104414063
19800035/428/57285,12902897w,https://data.bnf.fr/ark:/12148/cb12902897w
LH/1918/60,10702159s,https://data.bnf.fr/ark:/12148/cb10702159s
LH/836/5,149731868,https://data.bnf.fr/ark:/12148/cb149731868
LH/2020/58,16586451z,https://data.bnf.fr/ark:/12148/cb16586451z
LH/2090/30,10482179j,https://data.bnf.fr/ark:/12148/cb10482179j
LH/577/16,10615097t,https://data.bnf.fr/ark:/12148/cb10615097t
19800035/142/17988,16973015r,https://data.bnf.fr/ark:/12148/cb16973015r
LH/340/48,13395864m,https://data.bnf.fr/ark:/12148/cb13395864m
LH/760/21,16341700h,https://data.bnf.fr/ark:/12148/cb16341700h
19800035/308/41507,16267632j,https://data.bnf.fr/ark:/12148/cb16267632j
LH/1651/49,130735484,https://data.bnf.fr/ark:/12148/cb130735484
19800035/587/66544,111033648,https://data.bnf.fr/ark:/12148/cb111033648
19800035/201/26367,10236829h,https://data.bnf.fr/ark:/12148/cb10236829h
LH/835/9,11292992z,https://data.bnf.fr/ark:/12148/cb11292992z
19800035/1208/39501,119143941,https://data.bnf.fr/ark:/12148/cb119143941
LH/277/28,12187910r,https://data.bnf.fr/ark:/12148/cb12187910r
LH/67/75,16297200f,https://data.bnf.fr/ark:/12148/cb16297200f
19800035/1280/47639,14973457h,https://data.bnf.fr/ark:/12148/cb14973457h
LH/2711/27,15408097p,https://data.bnf.fr/ark:/12148/cb15408097p
19800035/121/15338,170398275,https://data.bnf.fr/ark:/12148/cb170398275
19800035/1252/44584,14825923v,https://data.bnf.fr/ark:/12148/cb14825923v
19800035/100/12573,106478316,https://data.bnf.fr/ark:/12148/cb106478316
19800035/1431/65718,150591637,https://data.bnf.fr/ark:/12148/cb150591637
LH/616/72,15380865t,https://data.bnf.fr/ark:/12148/cb15380865t
19800035/1266/45955,108681120,https://data.bnf.fr/ark:/12148/cb108681120
LH/1465/53,12843503s,https://data.bnf.fr/ark:/12148/cb12843503s
19800035/1290/49112,129834950,https://data.bnf.fr/ark:/12148/cb129834950
19800035/1190/37727,12158383x,https://data.bnf.fr/ark:/12148/cb12158383x
19800035/1253/44625,11939959s,https://data.bnf.fr/ark:/12148/cb11939959s
LH/754/16,106503451,https://data.bnf.fr/ark:/12148/cb106503451
19800035/114/14416,13075767f,https://data.bnf.fr/ark:/12148/cb13075767f
19800035/1232/42082,13460795z,https://data.bnf.fr/ark:/12148/cb13460795z
19800035/1279/47564,12462113g,https://data.bnf.fr/ark:/12148/cb12462113g
LH/485/32,10429857m,https://data.bnf.fr/ark:/12148/cb10429857m
19800035/1252/44577,12305665d,https://data.bnf.fr/ark:/12148/cb12305665d
LH/1957/2,10653592t,https://data.bnf.fr/ark:/12148/cb10653592t
19800035/107/13410,110629773,https://data.bnf.fr/ark:/12148/cb110629773
LH/707/90,15496245c,https://data.bnf.fr/ark:/12148/cb15496245c
19800035/322/43452,15340209v,https://data.bnf.fr/ark:/12148/cb15340209v
19800035/129/16278,17019587s,https://data.bnf.fr/ark:/12148/cb17019587s
19800035/1272/46530,104746765,https://data.bnf.fr/ark:/12148/cb104746765
