leonoreid,datenaissance,ville,coordinatelieuN,datedeces,villedc,coordinatelieudc
LH/1580/60,1853-04-23T00:00:00Z,Vieux-Berquin,Point(2.644444444 50.694722222),1928-03-07T00:00:00Z,Hazebrouck,Point(2.538333333 50.724444444)
19800035/70/8670,1877-01-26T00:00:00Z,Béjaïa,Point(5.064166666 36.751111111),1953-11-22T00:00:00Z,Grasse,Point(6.925277777 43.658055555)
LH/1278/18,1776-05-14T00:00:00Z,Madrid,Point(-3.691944444 40.418888888),1834-02-24T00:00:00Z,Nantes,Point(-1.553888888 47.217222222)
LH/306/94,1746-10-08T00:00:00Z,Châteauroux,Point(1.690277777 46.809722222),1824-01-15T00:00:00Z,Châteauroux,Point(1.690277777 46.809722222)
LH/1128/14,1771-01-25T00:00:00Z,Région de Bruxelles-Capitale,Point(4.35 50.85),1844-11-30T00:00:00Z,Molenbeek-Saint-Jean,Point(4.338611111 50.854722222)
LH/1128/14,1771-01-25T00:00:00Z,Région de Bruxelles-Capitale,Point(4.35 50.85),1844-12-13T00:00:00Z,Molenbeek-Saint-Jean,Point(4.338611111 50.854722222)
LH/1128/14,1771-01-14T00:00:00Z,Région de Bruxelles-Capitale,Point(4.35 50.85),1844-11-30T00:00:00Z,Molenbeek-Saint-Jean,Point(4.338611111 50.854722222)
LH/1128/14,1771-01-14T00:00:00Z,Région de Bruxelles-Capitale,Point(4.35 50.85),1844-12-13T00:00:00Z,Molenbeek-Saint-Jean,Point(4.338611111 50.854722222)
LH/1128/14,1771-01-25T00:00:00Z,Bruxelles,Point(4.351666666 50.846666666),1844-11-30T00:00:00Z,Molenbeek-Saint-Jean,Point(4.338611111 50.854722222)
LH/1128/14,1771-01-25T00:00:00Z,Bruxelles,Point(4.351666666 50.846666666),1844-12-13T00:00:00Z,Molenbeek-Saint-Jean,Point(4.338611111 50.854722222)
LH/1128/14,1771-01-14T00:00:00Z,Bruxelles,Point(4.351666666 50.846666666),1844-11-30T00:00:00Z,Molenbeek-Saint-Jean,Point(4.338611111 50.854722222)
LH/1128/14,1771-01-14T00:00:00Z,Bruxelles,Point(4.351666666 50.846666666),1844-12-13T00:00:00Z,Molenbeek-Saint-Jean,Point(4.338611111 50.854722222)
LH/550/48,1766-12-11T00:00:00Z,Cartigny-l'Épinay,Point(-1.009444444 49.239722222),1852-11-04T00:00:00Z,Saint-Lô,Point(-1.091666666 49.114444444)
LH/342/39,1753-04-23T00:00:00Z,Lorient,Point(-3.366388888 47.745833333),1832-07-20T00:00:00Z,Brest,Point(-4.486944444 48.39)
LH/2284/41,1765-10-11T00:00:00Z,Bourges,Point(2.395555555 47.083611111),1848-11-09T00:00:00Z,Fontainebleau,Point(2.701666666 48.408888888)
LH/2284/21,1752-11-05T00:00:00Z,Villefranche-d'Allier,Point(2.857222222 46.396388888),1827-09-17T00:00:00Z,Soumans,Point(2.306666666 46.301111111)
LH/20/58,1798-08-09T00:00:00Z,Saumur,Point(-0.078055555 47.259166666),1884-06-23T00:00:00Z,Maine-et-Loire,Point(-0.6 47.45)
LH/2411/11,1811-10-23T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1882-09-30T00:00:00Z,Marseille,Point(5.376388888 43.296666666)
LH/1935/32,1833-02-28T00:00:00Z,Bocognano,Point(9.056666666 42.081111111),1892-05-29T00:00:00Z,Marseille,Point(5.376388888 43.296666666)
LH/1908/27,1781-07-22T00:00:00Z,Moncontour,Point(-2.633055555 48.359166666),1863-01-12T00:00:00Z,Saint-Brieuc,Point(-2.760277777 48.513611111)
19800035/188/24458,1857-05-13T00:00:00Z,Yvias,Point(-3.0525 48.713333333),1943-03-09T00:00:00Z,Saint-Brieuc,Point(-2.760277777 48.513611111)
LH/1136/55,1762-07-12T00:00:00Z,Troyon,Point(5.464166666 49.003055555),1842-12-24T00:00:00Z,Bar-le-Duc,Point(5.167222222 48.771666666)
LH/2494/1,1784-01-10T00:00:00Z,Rodez,Point(2.574166666 44.35),1835-10-04T00:00:00Z,Rodez,Point(2.574166666 44.35)
LH/866/46,1765-01-20T00:00:00Z,Metz,Point(6.176944444 49.119722222),1852-12-26T00:00:00Z,Richemont,Point(6.166111111 49.278611111)
LH/1702/66,1814-08-18T00:00:00Z,Levens,Point(7.224444444 43.860833333),1882-01-16T00:00:00Z,Nice,Point(7.268333333 43.701944444)
LH/1080/6,1762-02-19T00:00:00Z,Sainte-Foy-la-Grande,Point(0.217222222 44.840555555),1819-10-15T00:00:00Z,Saint-André-et-Appelles,Point(0.194166666 44.818888888)
LH/1080/6,1762-02-19T00:00:00Z,Sainte-Foy-la-Grande,Point(0.217222222 44.840555555),1829-10-15T00:00:00Z,Saint-André-et-Appelles,Point(0.194166666 44.818888888)
LH/1164/53,1847-04-27T00:00:00Z,Nice,Point(7.268333333 43.701944444),1927-04-04T00:00:00Z,Johannesbourg,Point(28.041638888 -26.204361111)
19800035/703/80274,1882-08-08T00:00:00Z,Bastia,Point(9.449444444 42.7),1966-08-17T00:00:00Z,Ajaccio,Point(8.736388888 41.925555555)
LH/2747/23,1741-03-11T00:00:00Z,Douai,Point(3.079166666 50.370833333),1824-01-11T00:00:00Z,Douai,Point(3.079166666 50.370833333)
LH/932/4,1769-02-10T00:00:00Z,Villers-Plouich,Point(3.134166666 50.078888888),1841-06-20T00:00:00Z,Douai,Point(3.079166666 50.370833333)
LH/1088/22,1844-01-12T00:00:00Z,Kârikâl,Point(79.831944444 10.932777777),1923-06-06T00:00:00Z,Cannes,Point(7.021388888 43.5525)
LH/718/53,1753-11-03T00:00:00Z,Uzerche,Point(1.563333333 45.424722222),1831-12-05T00:00:00Z,Uzerche,Point(1.563333333 45.424722222)
LH/1750/62,1747-08-14T00:00:00Z,Saint-Mihiel,Point(5.54 48.889444444),1822-06-07T00:00:00Z,Saint-Mihiel,Point(5.54 48.889444444)
LH/2519/63,1776-08-07T00:00:00Z,Rodemack,Point(6.236111111 49.468888888),1847-07-30T00:00:00Z,Clermont-Ferrand,Point(3.086944444 45.779722222)
LH/407/90,1767-07-28T00:00:00Z,Sionviller,Point(6.530833333 48.634444444),1851-09-17T00:00:00Z,Nancy,Point(6.183611111 48.692777777)
LH/2521/52,1753-07-31T00:00:00Z,Provins,Point(3.299444444 48.558888888),1839-07-23T00:00:00Z,Provins,Point(3.299444444 48.558888888)
LH/2001/4,1792-01-19T00:00:00Z,Paris,Point(2.351388888 48.856944444),1885-04-30T00:00:00Z,Charleville-Mézières,Point(4.719444444 49.76)
LH/298/7,1769-08-24T00:00:00Z,Pradelles,Point(3.882222222 44.769444444),1844-12-18T00:00:00Z,Brioude,Point(3.384166666 45.294166666)
LH/2200/49,1877-11-27T00:00:00Z,Cognac,Point(-0.329166666 45.695833333),1944-04-19T00:00:00Z,Vichy,Point(3.425833333 46.126944444)
LH/2200/49,1877-11-21T00:00:00Z,Cognac,Point(-0.329166666 45.695833333),1944-04-19T00:00:00Z,Vichy,Point(3.425833333 46.126944444)
LH/812/70,1742-08-19T00:00:00Z,Mirebeau,Point(0.181666666 46.785277777),1836-04-05T00:00:00Z,Châtellerault,Point(0.545277777 46.816944444)
LH/1380/19,1870-07-06T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666),1923-11-09T00:00:00Z,Antibes,Point(7.123055555 43.58)
LH/2126/6,1766-04-21T00:00:00Z,Château-Landon,Point(2.700555555 48.149166666),1832-01-23T00:00:00Z,Meaux,Point(2.887777777 48.959444444)
LH/946/10,1773-12-07T00:00:00Z,Pontivy,Point(-2.962777777 48.068611111),1853-11-05T00:00:00Z,Caudan,Point(-3.3425 47.808888888)
LH/812/23,1758-04-22T00:00:00Z,Colmar,Point(7.355 48.081111111),1804-10-12T00:00:00Z,Colmar,Point(7.355 48.081111111)
LH/303/49,1748-06-13T00:00:00Z,Saint-Omer,Point(2.260833333 50.748333333),1828-05-23T00:00:00Z,Saint-Omer,Point(2.260833333 50.748333333)
LH/2453/34,1758-06-03T00:00:00Z,Chalon-sur-Saône,Point(4.853888888 46.781111111),1830-03-15T00:00:00Z,Chalon-sur-Saône,Point(4.853888888 46.781111111)
19800035/214/28058,1858-05-11T00:00:00Z,Carcassonne,Point(2.351388888 43.215833333),1938-12-24T00:00:00Z,Oran,Point(-0.633055555 35.696944444)
19800035/1370/58436,1912-03-13T00:00:00Z,Duisbourg,Point(6.761111111 51.432222222),1976-04-15T00:00:00Z,Pau,Point(-0.37 43.300833333)
LH/1993/26,1762-09-12T00:00:00Z,Cognac,Point(-0.329166666 45.695833333),1829-10-29T00:00:00Z,Angoulême,Point(0.159444444 45.649444444)
LH/2416/51,1760-06-30T00:00:00Z,Vouxey,Point(5.825555555 48.351666666),1834-02-13T00:00:00Z,Neufchâteau,Point(5.696111111 48.355555555)
LH/220/60,1751-09-23T00:00:00Z,Amiens,Point(2.297777777 49.891944444),1832-03-01T00:00:00Z,Charenton-le-Pont,Point(2.411944444 48.821388888)
LH/1118/39,1772-10-29T00:00:00Z,Phalsbourg,Point(7.258333333 48.767777777),1832-09-18T00:00:00Z,Beauvais,Point(2.0875 49.434166666)
LH/898/45,1760-03-25T00:00:00Z,Montreuil,Point(1.763333333 50.463611111),1842-07-25T00:00:00Z,Montreuil,Point(1.763333333 50.463611111)
LH/36/41,1861-08-28T00:00:00Z,Sedan,Point(4.940277777 49.701944444),1947-01-28T00:00:00Z,Bayeux,Point(-0.703888888 49.278611111)
19800035/756/85778,1866-06-04T00:00:00Z,Tarare,Point(4.433055555 45.896111111),1924-05-24T00:00:00Z,Gap,Point(6.077777777 44.558611111)
LH/1769/34,1788-12-29T00:00:00Z,Château-Gontier,Point(-0.702777777 47.828611111),1866-11-23T00:00:00Z,Château-Gontier,Point(-0.702777777 47.828611111)
LH/1736/27,1767-04-27T00:00:00Z,Bessé-sur-Braye,Point(0.749444444 47.833888888),1835-02-04T00:00:00Z,Vendôme,Point(1.065555555 47.792777777)
LH/1199/36,1770-09-07T00:00:00Z,Delémont,Point(7.347222222 47.365277777),1848-11-14T00:00:00Z,Saint-Germain-en-Laye,Point(2.090555555 48.896388888)
LH/47/4,1795-03-07T00:00:00Z,Boulieu-lès-Annonay,Point(4.666388888 45.270555555),1873-06-07T00:00:00Z,Lyon,Point(4.841388888 45.758888888)
LH/300/41,1783-09-15T00:00:00Z,Mornac-sur-Seudre,Point(-1.028333333 45.709722222),1858-01-30T00:00:00Z,La Roche-sur-Yon,Point(-1.427777777 46.669722222)
LH/408/32,1748-07-22T00:00:00Z,Saint-Germain-d'Ectot,Point(-0.717777777 49.123333333),1832-04-04T00:00:00Z,Saint-Germain-d'Ectot,Point(-0.717777777 49.123333333)
LH/1262/27,1812-09-03T00:00:00Z,Montreuil,Point(1.763333333 50.463611111),1885-11-20T00:00:00Z,Douai,Point(3.079166666 50.370833333)
19800035/226/29901,1886-04-11T00:00:00Z,Saint-Denis,Point(55.448055555 -20.878888888),1956-02-05T00:00:00Z,Suresnes,Point(2.226944444 48.871111111)
LH/516/42,1764-12-25T00:00:00Z,Baâlon,Point(5.240277777 49.488055555),1838-07-05T00:00:00Z,Montmédy,Point(5.365833333 49.519444444)
LH/2676/28,1826-03-25T00:00:00Z,Vittel,Point(5.949444444 48.201666666),1883-03-23T00:00:00Z,Les Forges,Point(6.3925 48.176666666)
LH/1077/49,1756-11-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1817-10-24T00:00:00Z,Versailles,Point(2.134166666 48.804722222)
LH/2677/67,1749-07-21T00:00:00Z,Le Bourg-Saint-Léonard,Point(0.105277777 48.760277777),1832-08-30T00:00:00Z,Chouain,Point(-0.634444444 49.210555555)
LH/2786/63,1803-02-13T00:00:00Z,Caen,Point(-0.370555555 49.182222222),1885-10-26T00:00:00Z,Avranches,Point(-1.356944444 48.684444444)
LH/2451/19,1762-07-15T00:00:00Z,Saint-Martin-Valmeroux,Point(2.425 45.1175),1843-11-26T00:00:00Z,Saint-Martin-Valmeroux,Point(2.425 45.1175)
LH/307/71,1771-11-13T00:00:00Z,Is-sur-Tille,Point(5.115555555 47.520833333),1839-10-31T00:00:00Z,Antony,Point(2.296666666 48.753333333)
LH/130/53,1768-05-22T00:00:00Z,Roézé-sur-Sarthe,Point(0.066944444 47.895833333),1851-06-11T00:00:00Z,Le Mans,Point(0.196944444 48.004166666)
LH/53/26,1801-06-13T00:00:00Z,Grenoble,Point(5.726388888 45.186944444),1885-01-13T00:00:00Z,Grenoble,Point(5.726388888 45.186944444)
LH/375/25,1850-09-25T00:00:00Z,Perpignan,Point(2.894722222 42.6975),1914-02-27T00:00:00Z,Grenoble,Point(5.726388888 45.186944444)
LH/2420/35,1791-05-29T00:00:00Z,Saint-Galmier,Point(4.317222222 45.59),1876-06-29T00:00:00Z,Grenoble,Point(5.726388888 45.186944444)
19800035/69/8474,1874-08-04T00:00:00Z,Bourg-de-Péage,Point(5.05 45.037777777),1949-02-24T00:00:00Z,Bourg-de-Péage,Point(5.05 45.037777777)
LH/429/31,1755-08-12T00:00:00Z,Coucy-le-Château-Auffrique,Point(3.3225 49.520277777),1849-02-20T00:00:00Z,Coucy-le-Château-Auffrique,Point(3.3225 49.520277777)
LH/835/33,1822-04-28T00:00:00Z,Chiddes,Point(3.940555555 46.861111111),1901-03-11T00:00:00Z,Meaux,Point(2.887777777 48.959444444)
LH/1563/44,1766-05-10T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1840-07-17T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777)
LH/98/8,1771-05-27T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777),1855-12-15T00:00:00Z,Bordeaux,Point(-0.579444444 44.837777777)
LH/1472/52,1800-02-16T00:00:00Z,Rennes,Point(-1.680833333 48.114166666),1871-09-05T00:00:00Z,Beaumont-sur-Oise,Point(2.286388888 49.1425)
LH/983/55,1763-02-07T00:00:00Z,Falaise,Point(-0.1975 48.897222222),1840-11-02T00:00:00Z,Calvados,Point(0.25 49.033333333)
LH/1530/30,1767-10-18T00:00:00Z,Falaise,Point(-0.1975 48.897222222),1852-07-02T00:00:00Z,Calvados,Point(0.25 49.033333333)
LH/2017/41,1793-01-25T00:00:00Z,Torcé-Viviers-en-Charnie,Point(-0.261666666 48.098888888),1880-05-15T00:00:00Z,Évron,Point(-0.4025 48.155555555)
LH/698/63,1810-01-27T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1884-03-13T00:00:00Z,6e arrondissement de Paris,Point(2.332233333 48.850530555)
LH/293/73,1748-10-14T00:00:00Z,Saint-Yrieix-la-Perche,Point(1.203333333 45.514444444),1842-05-29T00:00:00Z,Saint-Yrieix-la-Perche,Point(1.203333333 45.514444444)
LH/508/30,1754-09-11T00:00:00Z,Québec,Point(-71.224167 46.816111),1824-09-05T00:00:00Z,Chartrettes,Point(2.703611111 48.4875)
LH/2687/60,1880-09-21T00:00:00Z,Cannes,Point(7.021388888 43.5525),1949-02-11T00:00:00Z,7e arrondissement de Paris,Point(2.312777777 48.859166666)
19800035/1066/22739,1880-05-26T00:00:00Z,Conches-en-Ouche,Point(0.9425 48.960555555),1971-02-17T00:00:00Z,Conches-en-Ouche,Point(0.9425 48.960555555)
LH/1438/58,1769-03-11T00:00:00Z,Harbouey,Point(6.886666666 48.57),1845-08-23T00:00:00Z,Blâmont,Point(6.842222222 48.589722222)
LH/919/51,1846-11-03T00:00:00Z,Durenque,Point(2.618333333 44.109722222),1928-07-18T00:00:00Z,La Valette-du-Var,Point(5.9825 43.137222222)
19800035/1417/63788,1887-12-04T00:00:00Z,Biville-sur-Mer,Point(1.252777777 49.982222222),1977-07-10T00:00:00Z,Tocqueville-sur-Eu,Point(1.283611111 50.002777777)
LH/2570/4,1759-04-10T00:00:00Z,Flamarens,Point(0.792777777 44.016944444),1827-01-12T00:00:00Z,Agen,Point(0.618611111 44.203055555)
LH/2745/91,1760-01-22T00:00:00Z,Haguenau,Point(7.787777777 48.816666666),1836-10-16T00:00:00Z,Strasbourg,Point(7.752222222 48.573333333)
LH/1853/41,1800-03-03T00:00:00Z,Nantes,Point(-1.553888888 47.217222222),1887-07-05T00:00:00Z,Beaumont-le-Roger,Point(0.777222222 49.08)
LH/883/27,1756-07-29T00:00:00Z,Montrol-Sénard,Point(0.958611111 46.030555555),1832-01-01T00:00:00Z,Saint-Jean-d'Angély,Point(-0.521111111 45.944166666)
LH/413/12,1774-03-26T00:00:00Z,Toulouse,Point(1.443888888 43.604444444),1836-01-09T00:00:00Z,Toulouse,Point(1.443888888 43.604444444)
LH/662/10,1796-03-12T00:00:00Z,Roquefixade,Point(1.756111111 42.935277777),1886-03-15T00:00:00Z,Toulouse,Point(1.443888888 43.604444444)
LH/1204/42,1743-07-27T00:00:00Z,Mormant,Point(2.89 48.606944444),1823-10-20T00:00:00Z,Vannes-le-Châtel,Point(5.779444444 48.545833333)
LH/2029/9,1852-05-23T00:00:00Z,Paris,Point(2.351388888 48.856944444),1918-09-23T00:00:00Z,Château-Landon,Point(2.700555555 48.149166666)
LH/1701/22,1764-11-11T00:00:00Z,Mouilleron-en-Pareds,Point(-0.849444444 46.675833333),1832-02-25T00:00:00Z,Sainte-Hermine,Point(-1.055555555 46.556111111)
LH/600/52,1792-09-06T00:00:00Z,Quiers-sur-Bézonde,Point(2.436944444 47.998611111),1874-01-01T00:00:00Z,Loiret,Point(2.166666666 47.916666666)
19800035/867/1875,1902-12-19T00:00:00Z,Brioude,Point(3.384166666 45.294166666),1967-01-22T00:00:00Z,Marsac-en-Livradois,Point(3.727777777 45.478888888)
LH/2200/26,1777-02-05T00:00:00Z,Roanne,Point(4.068055555 46.036111111),1846-04-28T00:00:00Z,Saint-Gérand-le-Puy,Point(3.512222222 46.257777777)
LH/666/56,1798-02-15T00:00:00Z,Saint-Germain-de-Calberte,Point(3.809444444 44.217777777),1867-09-10T00:00:00Z,Saint-Germain-de-Calberte,Point(3.809444444 44.217777777)
LH/695/36,1785-12-11T00:00:00Z,Montblainville,Point(5.0125 49.2475),1843-07-07T00:00:00Z,Valence,Point(4.890833333 44.9325)
LH/878/55,1776-09-15T00:00:00Z,Sarrazac,Point(1.588888888 45.016944444),1857-11-09T00:00:00Z,Lot,Point(1.576388888 44.558888888)
19800035/310/41727,1861-07-18T00:00:00Z,Paris,Point(2.351388888 48.856944444),1945-10-13T00:00:00Z,Combrit,Point(-4.16 47.886944444)
LH/1038/38,1766-02-07T00:00:00Z,Vandières,Point(6.036388888 48.954166666),1821-05-24T00:00:00Z,Pont-à-Mousson,Point(6.054166666 48.904444444)
LH/213/38,1761-09-24T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1854-12-04T00:00:00Z,Roville-devant-Bayon,Point(6.291944444 48.466111111)
LH/2557/70,1765-04-27T00:00:00Z,Saint-Yrieix-la-Perche,Point(1.203333333 45.514444444),1841-11-06T00:00:00Z,Hautes-Pyrénées,Point(0.133333333 43.2)
LH/309/124,1791-05-09T00:00:00Z,Cahors,Point(1.440555555 44.4475),1867-09-04T00:00:00Z,Cahors,Point(1.440555555 44.4475)
LH/583/48,1764-12-25T00:00:00Z,Cahors,Point(1.440555555 44.4475),1855-09-20T00:00:00Z,Cahors,Point(1.440555555 44.4475)
LH/2311/71,1779-05-29T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1863-06-09T00:00:00Z,Marseille,Point(5.376388888 43.296666666)
LH/2554/17,1764-04-12T00:00:00Z,Marseille,Point(5.376388888 43.296666666),1845-04-13T00:00:00Z,Marseille,Point(5.376388888 43.296666666)
LH/316/40,1783-07-31T00:00:00Z,Paris,Point(2.351388888 48.856944444),1861-12-14T00:00:00Z,Oise,Point(2.416666666 49.383333333)
LH/1809/47,1755-09-05T00:00:00Z,Digoin,Point(3.980555555 46.481944444),1836-02-23T00:00:00Z,Génelard,Point(4.236944444 46.581944444)
LH/555/8,1785-11-28T00:00:00Z,Coulonges-sur-Sarthe,Point(0.399722222 48.531666666),1876-02-05T00:00:00Z,Rouen,Point(1.1025 49.443055555)
19800035/1054/21411,1877-12-24T00:00:00Z,Lodève,Point(3.319444444 43.731666666),1970-07-12T00:00:00Z,Ballan-Miré,Point(0.613055555 47.341666666)
LH/159/49,1762-07-02T00:00:00Z,Fourquevaux,Point(1.616666666 43.506666666),1841-12-04T00:00:00Z,Fourquevaux,Point(1.616666666 43.506666666)
LH/432/68,1783-08-22T00:00:00Z,Nogent-le-Rotrou,Point(0.821666666 48.321666666),1841-12-15T00:00:00Z,Abbeville,Point(1.835277777 50.105277777)
LH/390/50,1856-03-09T00:00:00Z,Roubaix,Point(3.181666666 50.69),1918-03-01T00:00:00Z,Lituanie,Point(24.0 55.2)
19800035/293/39429,1861-04-20T00:00:00Z,Socx,Point(2.424444444 50.935277777),1938-02-25T00:00:00Z,Bhannès,Point(35.656628 33.905275)
LH/963/37,1842-09-15T00:00:00Z,Paris,Point(2.351388888 48.856944444),1907-09-25T00:00:00Z,château de Saint-Mars-la-Jaille,Point(-1.19125 47.5233)
19800035/1232/42202,1899-06-24T00:00:00Z,Saint-Cirq-Lapopie,Point(1.669722222 44.464444444),1974-06-01T00:00:00Z,Tour-de-Faure,Point(1.693611111 44.466944444)
LH/1232/17,1809-01-24T00:00:00Z,Bergerac,Point(0.481944444 44.851111111),1880-01-18T00:00:00Z,Versailles,Point(2.134166666 48.804722222)
19800035/434/58033,1869-12-16T00:00:00Z,Paris,Point(2.351388888 48.856944444),1947-03-28T00:00:00Z,Versailles,Point(2.134166666 48.804722222)
LH/1213/13,1841-04-24T00:00:00Z,Lille,Point(3.0575 50.631944444),1908-12-01T00:00:00Z,gare de Lille-Flandres,Point(3.070833333 50.636388888)
LH/2307/25,1822-06-19T00:00:00Z,Aix-en-Provence,Point(5.445555555 43.527777777),1900-03-20T00:00:00Z,Mouriès,Point(4.871111111 43.689166666)
LH/788/4,1776-08-29T00:00:00Z,Paris,Point(2.351388888 48.856944444),1845-05-21T00:00:00Z,Somme,Point(2.416666666 49.883333333)
LH/1590/16,1771-11-06T00:00:00Z,Le Vieil-Évreux,Point(1.219444444 49.006388888),1839-09-25T00:00:00Z,Le Vieil-Évreux,Point(1.219444444 49.006388888)
LH/1574/64,1853-01-19T00:00:00Z,Bailly,Point(2.969722222 49.495555555),1914-08-21T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/306/41186,1860-06-02T00:00:00Z,Metz,Point(6.176944444 49.119722222),1943-06-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/306/41186,1860-06-02T00:00:00Z,Metz,Point(6.176944444 49.119722222),1943-06-23T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/555/63365,1865-01-17T00:00:00Z,Douai,Point(3.079166666 50.370833333),1933-12-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/679/66,1845-03-11T00:00:00Z,Clignancourt,Point(2.34219 48.8885),1920-11-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1879/42,1865-05-14T00:00:00Z,8e arrondissement de Paris,Point(2.311111111 48.874166666),1943-12-03T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1967/57,1851-12-16T00:00:00Z,Paris,Point(2.351388888 48.856944444),1918-12-24T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1177/36227,1867-04-02T00:00:00Z,6e arrondissement de Paris,Point(2.332233333 48.850530555),1939-09-27T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/35/4457,1888-04-21T00:00:00Z,Ronchamp,Point(6.633333333 47.700277777),1953-07-29T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1341/65,1834-05-10T00:00:00Z,Saumur,Point(-0.078055555 47.259166666),1906-06-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/124/15605,1880-04-22T00:00:00Z,La Ciotat,Point(5.608055555 43.176111111),1958-07-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/659/75842,1875-01-31T00:00:00Z,Courseulles-sur-Mer,Point(-0.457777777 49.332777777),1965-03-02T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/43/5383,1894-01-20T00:00:00Z,Cherbourg,Point(-1.6 49.63333333),1954-05-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2428/47,1887-08-18T00:00:00Z,Alexandrie,Point(29.916666666 31.2),1951-12-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2546/47,1866-12-01T00:00:00Z,Épinal,Point(6.451666666 48.173611111),1926-01-01T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2555/66,,,,1901-10-28T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/49/6037,1867-10-27T00:00:00Z,Besançon,Point(6.021388888 47.242222222),1954-01-11T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2675/101,1864-12-12T00:00:00Z,Metz,Point(6.176944444 49.119722222),1930-05-12T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2683/64,1862-06-01T00:00:00Z,Paris,Point(2.351388888 48.856944444),1919-10-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/260/34716,1855-03-28T00:00:00Z,Nancy,Point(6.183611111 48.692777777),1939-12-18T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/787/88941,1883-01-24T00:00:00Z,Montmédy,Point(5.365833333 49.519444444),1965-11-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/2718/7,1824-03-23T00:00:00Z,Pont-Saint-Esprit,Point(4.648333333 44.256388888),1897-02-22T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/760/86262,1865-07-06T00:00:00Z,Sélestat,Point(7.454166666 48.259444444),1944-04-14T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/1289/48975,1870-08-14T00:00:00Z,Melun,Point(2.659166666 48.539722222),1950-04-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/80/39,1855-06-02T00:00:00Z,Neuilly-sur-Seine,Point(2.2675 48.887222222),1939-02-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/473/77,1783-10-23T00:00:00Z,Paris,Point(2.351388888 48.856944444),1848-08-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/102/34,1853-12-20T00:00:00Z,Paris,Point(2.351388888 48.856944444),1921-12-09T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/725/48,,,,1886-10-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1077/8,1754-11-08T00:00:00Z,Auxerre,Point(3.566944444 47.7975),1821-10-04T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/384/31,1760-03-07T00:00:00Z,Poivres,Point(4.2575 48.683611111),1830-08-26T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/87/30,1777-02-09T00:00:00Z,Dole,Point(5.489722222 47.092222222),1849-06-16T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/99/29,1853-03-29T00:00:00Z,Ambazac,Point(1.4 45.957777777),1916-03-17T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/751/53,1815-02-11T00:00:00Z,Montmarault,Point(2.954722222 46.3175),1885-08-19T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/1054/36,1843-11-19T00:00:00Z,Maringues,Point(3.330277777 45.921666666),1898-07-07T00:00:00Z,Paris,Point(2.351388888 48.856944444)
LH/6/80,1795-04-07T00:00:00Z,Seine-et-Marne,Point(3.0 48.6),1881-06-08T00:00:00Z,Paris,Point(2.351388888 48.856944444)
19800035/651/75068,1912-03-19T00:00:00Z,Paris,Point(2.351388888 48.856944444),1965-11-06T00:00:00Z,Paris,Point(2.351388888 48.856944444)
