ville,coordinatelieu
Niedernai,Point(7.516111111 48.4475)
Lorquin,Point(6.996666666 48.669166666)
Kingersheim,Point(7.338055555 47.791388888)
Ichtratzheim,Point(7.678055555 48.476944444)
Volmunster,Point(7.356111111 49.121666666)
Suisse,Point(6.579444444 48.965833333)
Roudouallec,Point(-3.716944444 48.126666666)
Traenheim,Point(7.465555555 48.595277777)
Grostenquin,Point(6.738888888 48.98)
Verny,Point(6.203333333 49.007222222)
Maureillas-las-Illas,Point(2.810277777 42.490277777)
Obergailbach,Point(7.217777777 49.118055555)
Postroff,Point(7.079444444 48.851111111)
Siersthal,Point(7.348333333 49.043611111)
Magny,Point(7.053333333 47.604444444)
Merxheim,Point(7.2925 47.910833333)
Sierck-les-Bains,Point(6.360277777 49.4425)
Lautenbachzell,Point(7.149166666 47.940277777)
Jouy-aux-Arches,Point(6.078055555 49.061388888)
Lutter,Point(7.381111111 47.466111111)
Lièpvre,Point(7.2825 48.272222222)
Osthoffen,Point(7.555277777 48.586111111)
Rohrbach-lès-Bitche,Point(7.265 49.045277777)
Plescop,Point(-2.806111111 47.698888888)
Turquestein-Blancrupt,Point(7.096388888 48.569444444)
Lorry-lès-Metz,Point(6.121388888 49.141666666)
La Vraie-Croix,Point(-2.542777777 47.689722222)
Rexingen,Point(7.181388888 48.902222222)
Chanville,Point(6.436111111 49.042777777)
Séglien,Point(-3.159722222 48.106944444)
Vry,Point(6.329722222 49.19)
La Trinité-Surzur,Point(-2.594722222 47.604722222)
Luttenbach-près-Munster,Point(7.119166666 48.032222222)
Kientzheim,Point(7.285833333 48.136111111)
Rédange,Point(5.919444444 49.494166666)
Kiffis,Point(7.356944444 47.440277777)
Macheren,Point(6.742777777 49.099722222)
Erching,Point(7.263055555 49.111111111)
Neufchef,Point(6.023333333 49.316666666)
Peltre,Point(6.223888888 49.075)
Roppenheim,Point(8.054166666 48.843888888)
Villebougis,Point(3.159722222 48.204444444)
Lutterbach,Point(7.280555555 47.759722222)
Sauzon,Point(-3.223333333 47.371111111)
Lauw,Point(7.019722222 47.755833333)
Séné,Point(-2.737222222 47.619722222)
Serrigny,Point(3.913888888 47.835277777)
Elzange,Point(6.284722222 49.362777777)
Nordhouse,Point(7.672777777 48.448333333)
Leyviller,Point(6.835277777 49.031666666)
Nousseviller-lès-Bitche,Point(7.374166666 49.103055555)
Hilsenheim,Point(7.565277777 48.288888888)
Neufgrange,Point(7.067777777 49.076944444)
Junay,Point(3.948611111 47.878055555)
Oberstinzel,Point(7.034166666 48.794166666)
Schwenheim,Point(7.412777777 48.713611111)
Sarraltroff,Point(7.062777777 48.773888888)
Sailly-Achâtel,Point(6.298611111 48.938611111)
Saint-Jean-Saverne,Point(7.361111111 48.770277777)
Laquenexy,Point(6.311666666 49.077777777)
Saint-Gravé,Point(-2.280833333 47.725833333)
Hilsprich,Point(6.912777777 49.013055555)
Saint-Cyr-les-Colons,Point(3.738055555 47.741944444)
Ligsdorf,Point(7.305277777 47.4725)
Jully,Point(4.295833333 47.775)
Kœtzingue,Point(7.392222222 47.650555555)
Niederbronn-les-Bains,Point(7.643888888 48.95)
Sarreinsming,Point(7.108611111 49.088888888)
Metzervisse,Point(6.285833333 49.315)
Herbsheim,Point(7.631388888 48.350277777)
Plaudren,Point(-2.6925 47.778888888)
Hommarting,Point(7.145277777 48.738611111)
Ormersviller,Point(7.325 49.134166666)
Escherange,Point(6.07 49.416111111)
Thimonville,Point(6.396388888 48.954444444)
Leymen,Point(7.483333333 47.494722222)
Pagny-lès-Goin,Point(6.219166666 48.971944444)
Saint-Denis-sur-Ouanne,Point(3.130277777 47.822222222)
Néant-sur-Yvel,Point(-2.329166666 48.013611111)
Petersbach,Point(7.2675 48.870833333)
Liebenswiller,Point(7.455 47.498333333)
Waldhouse,Point(7.466666666 49.144166666)
Rouhling,Point(7.0025 49.137222222)
Morschwiller,Point(7.626111111 48.820277777)
Saint-Nicolas-du-Tertre,Point(-2.221666666 47.803055555)
Siewiller,Point(7.201666666 48.844166666)
Mondorff,Point(6.271111111 49.503333333)
Lingolsheim,Point(7.683055555 48.5575)
Linthal,Point(7.130277777 47.946666666)
Saint-Malo-de-Beignon,Point(-2.149722222 47.958888888)
Neugartheim-Ittlenheim,Point(7.540555555 48.658055555)
Lorry-Mardigny,Point(6.087222222 48.990277777)
Volstroff,Point(6.259166666 49.311388888)
Petit-Tenquin,Point(6.861388888 48.988611111)
Saint-Léry,Point(-2.256111111 48.09)
Niederstinzel,Point(7.031388888 48.8625)
Manom,Point(6.188055555 49.370277777)
Schalkendorf,Point(7.561666666 48.8325)
Veyrières,Point(2.393055555 45.490277777)
Reipertswiller,Point(7.464722222 48.931944444)
Thésée,Point(1.303888888 47.326111111)
Ingenheim,Point(7.520555555 48.734722222)
Bretigney,Point(6.636944444 47.485555555)
Villars-le-Sec,Point(6.991388888 47.455)
Guermange,Point(6.811388888 48.794444444)
Boron,Point(7.010277777 47.561111111)
Sennevoy-le-Bas,Point(4.290833333 47.806388888)
Linsdorf,Point(7.396944444 47.505)
Saint-Nabor,Point(7.423611111 48.445277777)
Levoncourt,Point(7.204444444 47.448611111)
Plougoumelen,Point(-2.916944444 47.6525)
Saint-Jacut-les-Pins,Point(-2.215277777 47.685277777)
Ploemel,Point(-3.072222222 47.650555555)
Mittelbronn,Point(7.225 48.77)
Port-Louis,Point(-3.353333333 47.706666666)
Malling,Point(6.296388888 49.422777777)
Saint-Georges,Point(6.928888888 48.657777777)
Stuckange,Point(6.24 49.326111111)
L'Isle-sur-Serein,Point(4.004444444 47.587777777)
La Roche-Bernard,Point(-2.299166666 47.518333333)
Nonville,Point(5.99 48.080555555)
Sermersheim,Point(7.551666666 48.345555555)
Saint-Nicolas-de-Port,Point(6.302222222 48.630833333)
Fénétrange,Point(7.019722222 48.845555555)
Senlis,Point(2.586666666 49.207222222)
Mey,Point(6.236111111 49.136388888)
Jury,Point(6.253333333 49.069722222)
Sturzelbronn,Point(7.585833333 49.056944444)
Le Val-de-Guéblange,Point(6.960833333 48.979444444)
Saint-Hippolyte,Point(7.371666666 48.231944444)
Grundviller,Point(6.970833333 49.043888888)
Saint-Blaise-la-Roche,Point(7.161666666 48.403888888)
Pluméliau,Point(-2.973333333 47.957777777)
Raville,Point(6.485555555 49.093055555)
Lafrimbolle,Point(7.018888888 48.594722222)
Freybouse,Point(6.777777777 49.004722222)
Saint-Martin-d'Ordon,Point(3.175555555 48.023333333)
Langensoultzbach,Point(7.734722222 48.967222222)
Rochefort-en-Terre,Point(-2.336666666 47.699444444)
Vahl-Ebersing,Point(6.753333333 49.049722222)
Saulny,Point(6.105555555 49.158888888)
Tréhorenteuc,Point(-2.2875 48.008333333)
Schneckenbusch,Point(7.077777777 48.703888888)
Eincheville,Point(6.604722222 48.982777777)
Hultehouse,Point(7.260833333 48.719444444)
Lasson,Point(3.816666666 48.058888888)
Mittersheim,Point(6.941944444 48.861111111)
Saint-Armel,Point(-2.710555555 47.5725)
Veckring,Point(6.379166666 49.339166666)
Rémering-lès-Puttelange,Point(6.939444444 49.035555555)
Uz,Point(-0.086388888 42.966666666)
Fameck,Point(6.109722222 49.299166666)
Otterswiller,Point(7.378333333 48.725)
Gandrange,Point(6.125 49.271388888)
Ibigny,Point(6.9 48.643333333)
Seingbouse,Point(6.831111111 49.113333333)
Chantilly,Point(2.460833333 49.186944444)
Wintershouse,Point(7.701111111 48.7925)
Pénestin,Point(-2.474444444 47.482777777)
Hinsbourg,Point(7.290833333 48.906388888)
Saint-Barthélemy,Point(-3.045277777 47.925833333)
Lobsann,Point(7.846111111 48.963333333)
Talange,Point(6.174444444 49.236666666)
Russange,Point(5.953611111 49.480833333)
Sainte-Colombe,Point(3.969166666 47.566666666)
Sérent,Point(-2.505833333 47.823055555)
Pont-Scorff,Point(-3.403055555 47.834166666)
Littenheim,Point(7.488611111 48.728611111)
Veckersviller,Point(7.179722222 48.840833333)
Mondelange,Point(6.168611111 49.2625)
Retschwiller,Point(7.879166666 48.95)
Sormery,Point(3.771388888 48.087777777)
Schmittviller,Point(7.183333333 49.005277777)
Rohrwiller,Point(7.905277777 48.755555555)
Guinkirchen,Point(6.450277777 49.206388888)
Siltzheim,Point(7.093611111 49.062222222)
Péaule,Point(-2.356111111 47.581944444)
Laubach,Point(7.720277777 48.881666666)
Plumelin,Point(-2.888055555 47.861666666)
Guénange,Point(6.197777777 49.297777777)
Holling,Point(6.496666666 49.261666666)
Saint-Malo-des-Trois-Fontaines,Point(-2.471944444 48.013055555)
Villefranche-de-Lonchat,Point(0.057222222 44.948333333)
Saint-Maximin,Point(6.037777777 45.426388888)
Antibes,Point(7.123055555 43.58)
Ittenheim,Point(7.594444444 48.604166666)
Chesny,Point(6.241944444 49.054722222)
Dabo,Point(7.236944444 48.653888888)
Lessy,Point(6.095833333 49.119722222)
Peillac,Point(-2.219166666 47.713333333)
Mollkirch,Point(7.385277777 48.506388888)
Jetterswiller,Point(7.414722222 48.669722222)
Solgne,Point(6.295277777 48.966388888)
Chérisey,Point(6.234166666 49.012777777)
Philippsbourg,Point(7.567222222 48.983333333)
La Carneille,Point(-0.445833333 48.777777777)
Neufvillage,Point(6.780833333 48.936944444)
Morhange,Point(6.635833333 48.923611111)
Vic-sur-Seille,Point(6.531388888 48.782222222)
Réminiac,Point(-2.235555555 47.861111111)
Sainte-Hélène,Point(-3.204722222 47.72)
Locminé,Point(-2.835833333 47.886666666)
Ploemeur,Point(-3.431111111 47.735833333)
Plouhinec,Point(-3.251111111 47.6975)
Vernéville,Point(6.002777777 49.146666666)
Dornot,Point(6.055555555 49.047777777)
Saint-Loup-d'Ordon,Point(3.163333333 48.015833333)
Wittisheim,Point(7.588333333 48.263611111)
Lampertheim,Point(7.697777777 48.651388888)
Stigny,Point(4.232777777 47.773888888)
Geiswiller,Point(7.503055555 48.788055555)
Etting,Point(7.179166666 49.030555555)
Hazembourg,Point(6.932777777 48.966944444)
Achen,Point(7.182777777 49.043333333)
Wimmenau,Point(7.423055555 48.912222222)
Le Saint,Point(-3.562222222 48.089444444)
Moulins-en-Tonnerrois,Point(4.034444444 47.731666666)
Theix,Point(-2.655833333 47.629166666)
Kaltenhouse,Point(7.831944444 48.790833333)
Guillac,Point(-2.466111111 47.910555555)
Saint-Philibert,Point(-3.0 47.586666666)
Torcheville,Point(6.848888888 48.909722222)
Klang,Point(6.370833333 49.318611111)
Scharrachbergheim-Irmstett,Point(7.493888888 48.593611111)
Rohr,Point(7.546944444 48.696111111)
Etzling,Point(6.962222222 49.178333333)
La Chapelle-Caro,Point(-2.423055555 47.865277777)
Saint-Martin-sur-Oust,Point(-2.254166666 47.746111111)
Porcaro,Point(-2.198611111 47.909722222)
Saint-François-Lacroix,Point(6.461111111 49.353055555)
Lesse,Point(6.504722222 48.963611111)
Givrycourt,Point(6.917777777 48.923055555)
Boustroff,Point(6.621666666 49.000277777)
Eberbach-Seltz,Point(8.063611111 48.926944444)
Guerstling,Point(6.579444444 49.327777777)
Boulange,Point(5.9525 49.381666666)
Schweyen,Point(7.390277777 49.158611111)
Saint-Dolay,Point(-2.154444444 47.544722222)
Lixhausen,Point(7.549166666 48.794166666)
Nousseviller-Saint-Nabor,Point(6.970555555 49.119166666)
La Chapelle-Neuve,Point(-2.943055555 47.864722222)
Villejuif,Point(2.361111111 48.793888888)
Ohlungen,Point(7.700833333 48.811388888)
Saint-Caradec-Trégomel,Point(-3.351111111 48.0375)
Limersheim,Point(7.644166666 48.456111111)
Baud,Point(-3.018888888 47.875555555)
Bono,Point(-2.950833333 47.640277777)
Amnéville,Point(6.141944444 49.260833333)
Aumetz,Point(5.944444444 49.417777777)
Bissezeele,Point(2.41 50.911666666)
Baden,Point(-2.920277777 47.618611111)
Chailly-lès-Ennery,Point(6.235833333 49.206666666)
Falck,Point(6.637777777 49.224166666)
Romanswiller,Point(7.406666666 48.645277777)
Talcy,Point(4.069444444 47.572222222)
Saint-Gorgon,Point(-2.236666666 47.649166666)
Chicourt,Point(6.504722222 48.917222222)
Volmerange-lès-Boulay,Point(6.447777777 49.168333333)
Saint-Servant,Point(-2.512777777 47.915277777)
Hipsheim,Point(7.676111111 48.466388888)
Hattigny,Point(6.965 48.631388888)
Percey,Point(3.825277777 47.963611111)
Farschviller,Point(6.894166666 49.093333333)
Neunkirchen-lès-Bouzonville,Point(6.554722222 49.354722222)
Neuwiller-lès-Saverne,Point(7.401111111 48.823055555)
Velving,Point(6.533611111 49.240555555)
Piblange,Point(6.418611111 49.246666666)
Rémelfang,Point(6.509722222 49.270555555)
Filstroff,Point(6.540555555 49.322777777)
Gerbécourt,Point(6.514444444 48.851666666)
Niedermodern,Point(7.626111111 48.845277777)
Marchais-Beton,Point(3.048611111 47.835277777)
Évriguet,Point(-2.411388888 48.078888888)
Desseling,Point(6.844166666 48.784722222)
Stattmatten,Point(8.0025 48.796944444)
Quéven,Point(-3.415277777 47.788611111)
Saint-Gonnery,Point(-2.819722222 48.123888888)
Ars-Laquenexy,Point(6.271111111 49.093611111)
Châtel-Saint-Germain,Point(6.079444444 49.123611111)
Amanvillers,Point(6.042777777 49.166944444)
Zimming,Point(6.587777777 49.125277777)
Questembert,Point(-2.453055555 47.661388888)
Eygurande,Point(2.451944444 45.661388888)
Gambsheim,Point(7.883333333 48.692222222)
Riche,Point(6.627777777 48.890833333)
Rieux,Point(-2.1075 47.597777777)
Treffléan,Point(-2.613055555 47.681388888)
Ruffiac,Point(-2.282222222 47.818055555)
Silfiac,Point(-3.156666666 48.148888888)
Caro,Point(-2.319166666 47.864166666)
Réning,Point(6.8525 48.955)
Roupeldange,Point(6.468611111 49.207222222)
Avricourt,Point(6.806388888 48.650833333)
Rémering,Point(6.628611111 49.264722222)
Momerstroff,Point(6.533888888 49.163333333)
Bousseviller,Point(7.464166666 49.121111111)
Ottonville,Point(6.521111111 49.218333333)
Tréal,Point(-2.223888888 47.839166666)
Foulcrey,Point(6.857222222 48.637777777)
Olwisheim,Point(7.675833333 48.696944444)
Trucy-sur-Yonne,Point(3.659722222 47.628055555)
Seltz,Point(8.106944444 48.894166666)
Le Tour-du-Parc,Point(-2.645555555 47.525555555)
Osthouse,Point(7.643055555 48.4025)
Witternheim,Point(7.612222222 48.313888888)
Hagen,Point(6.172777777 49.498888888)
Rimsdorf,Point(7.126111111 48.929444444)
Saint-Thuriau,Point(-2.950277777 48.017222222)
Saint-Aignan,Point(-3.013888888 48.181388888)
Perrigny,Point(3.537777777 47.82)
Kappelkinger,Point(6.909166666 48.971111111)
Ploërmel,Point(-2.3975 47.931666666)
Eichhoffen,Point(7.441666666 48.383611111)
Saint-Jean-Brévelay,Point(-2.722222222 47.845)
La Trinité-sur-Mer,Point(-3.029722222 47.585277777)
L'Haÿ-les-Roses,Point(2.337222222 48.779166666)
Kintzheim,Point(7.396666666 48.254444444)
Vaudreching,Point(6.524722222 49.284444444)
Moréac,Point(-2.821111111 47.919166666)
Plouharnel,Point(-3.112777777 47.598055555)
Les Forges,Point(-2.646944444 48.018055555)
Tharot,Point(3.859166666 47.527777777)
Villenavotte,Point(3.238333333 48.248888888)
Schaeffersheim,Point(7.623611111 48.428333333)
Ploeren,Point(-2.866666666 47.656111111)
Island,Point(3.846388888 47.470555555)
Le Cours,Point(-2.501388888 47.741666666)
Itterswiller,Point(7.430833333 48.364166666)
Bickenholtz,Point(7.165 48.804166666)
Dieffenthal,Point(7.419722222 48.309722222)
Venizy,Point(3.708888888 48.035555555)
Aube,Point(6.338611111 49.026944444)
Andlau,Point(7.417777777 48.386388888)
Pluvigner,Point(-3.010277777 47.775833333)
Ormoy,Point(3.572777777 47.954166666)
Rugny,Point(4.147222222 47.897777777)
Remungol,Point(-2.899166666 47.933888888)
Trédion,Point(-2.593333333 47.7925)
Varsberg,Point(6.628611111 49.1725)
Antilly,Point(6.251111111 49.195)
Malicorne,Point(3.101944444 47.821388888)
Halstroff,Point(6.4875 49.386944444)
Vaux,Point(6.080277777 49.093333333)
Sarzeau,Point(-2.769722222 47.527222222)
Petite-Rosselle,Point(6.8575 49.211666666)
Lucy-sur-Yonne,Point(3.583055555 47.524166666)
Nothalten,Point(7.419444444 48.351944444)
Arry,Point(6.058333333 48.995277777)
Cleebourg,Point(7.891111111 49.003611111)
Créhange,Point(6.581944444 49.063055555)
Sainte-Anne-d'Auray,Point(-2.953888888 47.703611111)
Blies-Ébersing,Point(7.145277777 49.124166666)
Saint-Allouestre,Point(-2.723055555 47.909722222)
Orschwiller,Point(7.3825 48.241388888)
Saint-Maurice-Thizouaille,Point(3.361944444 47.833888888)
Bergbieten,Point(7.458333333 48.576388888)
Betschdorf,Point(7.905833333 48.898611111)
Elvange,Point(6.548888888 49.06)
Sery,Point(3.683888888 47.618055555)
Blienschwiller,Point(7.418333333 48.341666666)
Scherwiller,Point(7.417777777 48.2875)
Guinglange,Point(6.526111111 49.073333333)
Fontaine-la-Gaillarde,Point(3.38 48.219444444)
Saint-Gildas-de-Rhuys,Point(-2.838055555 47.5)
Réding,Point(7.106944444 48.751388888)
Guerting,Point(6.620277777 49.189166666)
La Petite-Pierre,Point(7.32 48.860555555)
Lutzelbourg,Point(7.251388888 48.734444444)
Vannecourt,Point(6.549722222 48.881666666)
Saint-Maurice-le-Vieil,Point(3.350833333 47.823055555)
Cappel,Point(6.85 49.072222222)
Xocourt,Point(6.376388888 48.907777777)
Morsbach,Point(6.870833333 49.166944444)
Petit-Réderching,Point(7.304166666 49.054444444)
Liederschiedt,Point(7.499166666 49.121388888)
Hombourg-Budange,Point(6.345555555 49.296111111)
Villers-sur-Nied,Point(6.535833333 48.921666666)
Voimhaut,Point(6.417222222 49.021666666)
Harprich,Point(6.655555555 48.961666666)
Pleucadeuc,Point(-2.375833333 47.758888888)
Mutzig,Point(7.454166666 48.538611111)
Esnon,Point(3.575833333 47.983888888)
Ommeray,Point(6.687222222 48.723333333)
Théding,Point(6.893055555 49.128333333)
Le Palais,Point(-3.155277777 47.346388888)
Saulon-la-Chapelle,Point(5.088611111 47.215)
Lipsheim,Point(7.665833333 48.491388888)
Kerbach,Point(6.965 49.166388888)
Châtenois,Point(7.400833333 48.271944444)
Sainte-Barbe,Point(6.301666666 49.158888888)
Courgis,Point(3.754722222 47.774166666)
Diemeringen,Point(7.186666666 48.941666666)
Mertzwiller,Point(7.679722222 48.863055555)
Saint-Philibert,Point(5.011388888 47.205555555)
Champlost,Point(3.667777777 48.026944444)
Moncheux,Point(6.336666666 48.935833333)
Donjeux,Point(6.402777777 48.8775)
Charentenay,Point(3.545277777 47.65)
Château-Voué,Point(6.623611111 48.850833333)
Cutting,Point(6.834444444 48.848888888)
Rhinau,Point(7.702777777 48.319444444)
Quiberon,Point(-3.120555555 47.483333333)
Ternant,Point(4.854722222 47.201388888)
Metzing,Point(6.959166666 49.106944444)
Chamoux,Point(3.662222222 47.456666666)
Moulins-lès-Metz,Point(6.108888888 49.106388888)
Niderhoff,Point(7.006944444 48.6375)
Schorbach,Point(7.405833333 49.079166666)
Villefargeau,Point(3.504166666 47.7825)
Béning-lès-Saint-Avold,Point(6.839166666 49.131944444)
Schopperten,Point(7.050833333 48.946944444)
Courtoin,Point(3.108333333 48.123611111)
Kalhausen,Point(7.154722222 49.021111111)
Lemberg,Point(7.379444444 49.004166666)
Hartzviller,Point(7.086388888 48.669444444)
La Chapelle-aux-Brocs,Point(1.626666666 45.146111111)
Champcevrais,Point(2.9575 47.745555555)
Saulon-la-Rue,Point(5.063888888 47.221944444)
Guessling-Hémering,Point(6.658888888 49.025277777)
Neufmoulins,Point(6.967222222 48.681666666)
Segrois,Point(4.8925 47.159444444)
Semezanges,Point(4.858333333 47.215277777)
Savouges,Point(5.061388888 47.183888888)
Kœnigsmacker,Point(6.276944444 49.393333333)
Kerprich-aux-Bois,Point(6.960277777 48.738888888)
Kirsch-lès-Sierck,Point(6.4 49.443055555)
Maurepas,Point(1.945555555 48.762777777)
Basse-Ham,Point(6.243055555 49.385833333)
Nilvange,Point(6.05 49.342222222)
Guenviller,Point(6.798611111 49.106944444)
Hambach,Point(7.036388888 49.060833333)
Buhl-Lorraine,Point(7.084444444 48.724444444)
Grosbliederstroff,Point(7.027777777 49.156388888)
Grancey-le-Château-Neuvelle,Point(5.025833333 47.67)
Salives,Point(4.918888888 47.616666666)
Éblange,Point(6.481944444 49.223333333)
Diges,Point(3.398055555 47.729444444)
Bussières,Point(4.965277777 47.663611111)
Gréning,Point(6.843611111 48.972222222)
Urcy,Point(4.852222222 47.261111111)
Béchy,Point(6.380277777 48.986388888)
Dannemoine,Point(3.955277777 47.895555555)
Le Bellay-en-Vexin,Point(1.886111111 49.151111111)
Cornant,Point(3.185555555 48.1325)
Lannéanou,Point(-3.671944444 48.489166666)
Chassignelles,Point(4.177777777 47.759166666)
Chambeugle,Point(3.040833333 47.860277777)
Domecy-sur-le-Vault,Point(3.809444444 47.491111111)
Busserotte-et-Montenaille,Point(4.976666666 47.663055555)
Gros-Réderching,Point(7.218611111 49.067777777)
Ugny,Point(5.698611111 49.471388888)
Waldwisse,Point(6.529722222 49.413611111)
Phalsbourg,Point(7.258333333 48.767777777)
Samoreau,Point(2.754166666 48.425277777)
Fontoy,Point(5.995 49.355833333)
Flocourt,Point(6.411111111 48.973055555)
Cirey-lès-Pontailler,Point(5.295833333 47.308888888)
Le Meix,Point(4.941666666 47.601111111)
